"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed"
"LOC107985341",0.251921835692479,-1.52479554047251,7.42540495769976,-0.20534846909479,0.837299877967282,NA,"NO"
"KLK14",1.17102095414645,0.272366347850797,4.78272734511103,0.0569479144842354,0.954586685976674,NA,"NO"
"CTU1",376.021048411853,-0.238469289134283,0.319517189775049,-0.7463425967854,0.455460485767644,0.633943854777654,"NO"
"SIGLEC9",1.08266501197963,3.78910917290468,6.10905892090081,0.620244332550318,0.535096938409721,NA,"NO"
"SIGLEC7",0.162647779777123,2.76215364736205,7.40340144764992,0.373092512528663,0.709079591154446,NA,"NO"
"LOC101928517",0.625748548337372,4.66848199363355,7.36835200222322,0.633585636547352,0.526351277043507,NA,"NO"
"SIGLEC17P",0.701937803246766,4.52169644816034,5.365539223233,0.842729175957043,0.399379925916265,NA,"NO"
"SIGLEC20P",0,NA,NA,NA,NA,NA,"NO"
"MIR8074",0,NA,NA,NA,NA,NA,"NO"
"CD33",51.1495204733253,-0.477228366262563,0.52504847054553,-0.908922495796851,0.363391038304756,0.551077716661799,"NO"
"SIGLEC22P",0,NA,NA,NA,NA,NA,"NO"
"LOC107985327",0.490575589159538,4.7257460759387,7.35401200552545,0.642607881573758,0.520478567629266,NA,"NO"
"SIGLECL1",0.164014865238735,0.344150434676319,7.44926994780341,0.0461992164450691,0.963151466995812,NA,"NO"
"LINC01872",0.114160934385974,2.2132822355668,7.42541628976919,0.29806843807751,0.765650930031633,NA,"NO"
"LOC107985326",0,NA,NA,NA,NA,NA,"NO"
"IGLON5",6.75162423322792,0.442598487199995,0.957737599094915,0.462129175693071,0.643988688857087,NA,"NO"
"VSIG10L",147.932907052849,-0.0245266122135137,0.333434760788928,-0.0735574544042204,0.941362525848718,0.966648109256156,"NO"
"ETFB",4339.13938042028,-1.3420402821581,0.47366223409126,-2.83332760259609,0.00460661485659092,0.0466719583968494,"DOWN"
"CLDND2",11.0071240683485,-1.05757347173396,1.0279298756767,-1.02883815010994,0.30355573624979,0.495117185283511,"NO"
"NKG7",2.04364518695139,0.0448130389809216,4.06734870724589,0.0110177519082857,0.99120928371008,NA,"NO"
"LIM2",0.1127855035087,2.23037053578404,7.4246063530558,0.30040253041376,0.763870133778283,NA,"NO"
"LOC105372446",2.56314817907854,-2.87558855446841,2.4658853938692,-1.16614850050121,0.24355441019597,NA,"NO"
"C19orf84",0.374923628768004,-4.078663121276,7.3809794602268,-0.552591040695115,0.580543478285699,NA,"NO"
"NIFKP6",0.549648040453062,3.17488824044382,7.29283318418431,0.435343598332824,0.663313043224374,NA,"NO"
"SIGLEC10",3.27195431850311,-0.310341188801247,2.31519754618751,-0.134045230530023,0.893366808356518,NA,"NO"
"SIGLEC10-AS1",1.85882980481307,-1.99421099992564,2.90525197388036,-0.686415848902119,0.492450913021005,NA,"NO"
"SIGLEC8",0.298810373944611,1.60168176798442,7.38087373609653,0.217004358190184,0.828204948524009,NA,"NO"
"CEACAM18",156.652562989352,-0.141524314383113,0.290088882463842,-0.487865350719715,0.625645218597312,0.763110855299648,"NO"
"SIGLEC12",90.2942388056218,-1.36489044095196,0.418506445763541,-3.26133672436465,0.00110888273444079,0.0200590146133585,"DOWN"
"SIGLEC6",24.0599595320681,2.85413005503172,0.734766402915864,3.88440468114127,0.000102580926589006,0.00406330904013516,"UP"
"ZNF175",125.450038317132,0.254927026330512,0.496840903087833,0.513095891956877,0.607884245004232,0.751194718694283,"NO"
"LINC01530",5.44949569546206,-1.18341854824058,1.42108794125846,-0.832755323497149,0.404982736083462,NA,"NO"
"LOC339352",14.4184010216189,-0.245111907009327,1.1481126664429,-0.213491161776602,0.830943882103405,0.90267234261566,"NO"
"SIGLEC5",0,NA,NA,NA,NA,NA,"NO"
"SIGLEC14",0,NA,NA,NA,NA,NA,"NO"
"RPL7P51",0.286868405844742,-3.07815019077165,7.37944256013136,-0.417125028847281,0.67658695861182,NA,"NO"
"SPACA6P-AS",0,NA,NA,NA,NA,NA,"NO"
"SPACA6",9.98257427266125,-5.391505307294,1.79232094563626,-3.00811376468072,0.00262874711696748,0.0334618889148027,"DOWN"
"MIR99B",0,NA,NA,NA,NA,NA,"NO"
"MIRLET7E",0,NA,NA,NA,NA,NA,"NO"
"MIR125A",0,NA,NA,NA,NA,NA,"NO"
"HAS1",0.123011148929051,0.344159738508184,7.44926994783048,0.0462004654037832,0.963150471533873,NA,"NO"
"FPR1",0.437074495383473,-3.23537752371743,7.37728352655862,-0.438559465970082,0.660980772924298,NA,"NO"
"FPR2",0,NA,NA,NA,NA,NA,"NO"
"LOC105372448",0,NA,NA,NA,NA,NA,"NO"
"FPR3",0.530070674017935,-1.67850004504957,7.01976114464935,-0.239110706256574,0.811019740150682,NA,"NO"
"ZNF577",19.4121257360453,0.47096682148466,0.875276661590298,0.53807766407133,0.590523432003714,0.738501978638321,"NO"
"ZNF649-AS1",0.560035804773126,-1.01035893753808,4.56087223379443,-0.221527568795214,0.824681672987607,NA,"NO"
"ZNF649",82.0687070367346,0.603460309758263,0.496219501749869,1.21611566580963,0.22394086363775,0.41297089762213,"NO"
"ZNF613",7.38558752423724,-0.701670292592695,1.51191502770246,-0.46409373525374,0.64258058996802,NA,"NO"
"ZNF350-AS1",0.242730149121966,-2.76272880407792,7.38567152444458,-0.374066027027336,0.708355193421805,NA,"NO"
"ZNF350",0.778440733149459,2.64291176829722,6.73722731383843,0.392284784998811,0.694847804367435,NA,"NO"
"ZNF615",29.0254459070729,-0.226656635884759,0.713388409589446,-0.317718416556837,0.750698540140294,0.85063100968413,"NO"
"ZNF614",159.855876945704,0.259864154737277,0.415505504130309,0.625416876922476,0.531697488276626,0.695182553331564,"NO"
"LOC112268244",9.72814843237637,-1.39163596845948,1.16679184342533,-1.19270285981266,0.232985765237261,0.422732279736465,"NO"
"ZNF432",69.5272063405233,0.0807045269003042,0.419282479770821,0.192482468965594,0.847364298894763,0.911935135303669,"NO"
"ZNF841",76.1609641001596,-0.0202337095467163,0.469084696484615,-0.0431344482102071,0.965594359143122,0.98104335176832,"NO"
"ZNF616",139.851921923095,0.19457773705447,0.364550598103642,0.533746860015168,0.593516683738087,0.741382939019996,"NO"
"RPL37P23",1.59585523104354,-1.62770937302141,3.43769270866327,-0.473488909849168,0.635864411299648,NA,"NO"
"ZNF836",53.9140988143048,-1.03442394825311,0.417745698160822,-2.47620490841027,0.0132787343625559,0.0818890745645988,"DOWN"
"PPP2R1A",7360.19982284239,-0.349944804836944,0.172541407760251,-2.02817868116156,0.042542014907476,0.156980345307747,"NO"
"MIR6801",0,NA,NA,NA,NA,NA,"NO"
"LOC105372449",1.92474067800113,-1.10477097462668,3.23591125246063,-0.341409540755048,0.732795293643926,NA,"NO"
"ZNF766",234.158110465588,0.0691136388103133,0.283159218864847,0.24408048266054,0.807168488064433,0.886874404065293,"NO"
"MIR643",0.180094463873023,0.34414783555211,7.4492699477942,0.0461988675352026,0.963151745088675,NA,"NO"
"ZNF480",298.119980999461,-0.041968916493916,0.295588464977788,-0.141984283781405,0.887092419638085,0.933601574169445,"NO"
"ZNF610",0.995619103006087,-4.1095706072239,4.66979292439434,-0.880032728165757,0.378841580046807,NA,"NO"
"ZNF880",0.221252507344265,0.282382790764701,7.39938171158695,0.0381630252055396,0.969557701018655,NA,"NO"
"ZNF528-AS1",0,NA,NA,NA,NA,NA,"NO"
"ZNF528",0.584104858128634,-1.53222607300758,7.00973422606006,-0.218585473228247,0.826972969851229,NA,"NO"
"DPPA5P1",0,NA,NA,NA,NA,NA,"NO"
"ZNF534",0,NA,NA,NA,NA,NA,"NO"
"LOC441862",0,NA,NA,NA,NA,NA,"NO"
"ZNF578",0.511274614276339,3.26970480877548,7.37287103116265,0.443477824982362,0.657420155180253,NA,"NO"
"LOC100419836",0,NA,NA,NA,NA,NA,"NO"
"ZNF808",137.575018593349,0.0556467135784943,0.384169175789629,0.144849501431542,0.88482969783635,0.932579220609551,"NO"
"RPL39P34",0,NA,NA,NA,NA,NA,"NO"
"ZNF701",149.315953180408,0.366876058737247,0.340613639781055,1.07710325098276,0.281434140868114,0.47252014877017,"NO"
"ZNF137P",18.4376954409016,-1.78059804858668,1.00409674244539,-1.7733331593629,0.0761735175354123,0.218047053118626,"NO"
"ZNF83",270.864549518391,-0.161302021289502,0.200897794969521,-0.802905882137599,0.422029135958753,0.603688614179642,"NO"
"ZNF611",259.744100320691,0.0911858973902029,0.370358867090513,0.246209569941032,0.805520007804418,0.885961095619077,"NO"
"LOC105372452",0,NA,NA,NA,NA,NA,"NO"
"LOC105372451",0.521913316795294,-0.169482376416819,6.22486742887591,-0.0272266643994094,0.978278948470955,NA,"NO"
"ZNF600",246.933485256646,-0.16129848560219,0.24864767689786,-0.648702966440537,0.516530386622311,0.683885691159976,"NO"
"ZNF28",411.992221339607,0.512228503336336,0.425016908653335,1.20519558847513,0.228127805030936,0.417943783428323,"NO"
"ZNF468",438.468374781441,0.370945796516447,0.37257550222497,0.995625837719358,0.319431975977973,0.510855542615142,"NO"
"ZNF320",122.355108578053,-0.629772391699175,0.336742870826638,-1.87018774934479,0.0614577503178977,0.194971629718799,"NO"
"ZNF888",162.335487775774,0.17564213380832,0.354090852693067,0.496036913895005,0.619868367150677,0.758994934106158,"NO"
"ZNF321P",0.250324633231976,-0.617460209222725,7.44926994771758,-0.0828886875568138,0.933940049108479,NA,"NO"
"ZNF816-ZNF321P",0.0956228019482474,-1.49435128426279,7.4268921669389,-0.201208156880876,0.840535813656087,NA,"NO"
"ZNF816",68.91198602272,0.203400048034409,0.493673538784134,0.412013267989535,0.680329698343151,0.799156926984115,"NO"
"ZNF702P",0.422602629004783,0.35416524196752,7.33162842433169,0.0483064909280101,0.961471981582471,NA,"NO"
"LOC105372453",0,NA,NA,NA,NA,NA,"NO"
"LOC204800",0.121365074560983,-1.75440950239747,7.41592991286891,-0.236573096430298,0.812987993714881,NA,"NO"
"ERVV-1",0.286868405844742,-3.07815019077165,7.37944256013136,-0.417125028847281,0.67658695861182,NA,"NO"
"ERVV-2",4.01493182170368,-2.04098202137382,1.8834471576753,-1.08364177516557,0.278523660793757,NA,"NO"
"ZNF160",434.852855153201,-0.16080334415759,0.228793658386,-0.702831299136347,0.482160889239245,0.655043801870253,"NO"
"ZNF415",273.296825420322,-0.200324978207229,0.234376555452413,-0.854714234623621,0.392709368214757,0.578150167949885,"NO"
"ZNF347",94.2655304709373,-0.435132198391973,0.385153868569206,-1.12976198320019,0.258576531369282,0.450978627509951,"NO"
"ZNF665",19.0912713144501,-1.29616727435008,0.864424287823645,-1.4994572602922,0.133755048457692,0.305630889858837,"NO"
"ZNF818P",42.9978993092141,-0.324586389269973,0.698000811772221,-0.465022939508981,0.641915029180307,0.773341450759927,"NO"
"NDUFV2P1",200.359979380317,0.143867258721673,0.274512521530622,0.524082682711521,0.600221032700273,0.745868410983242,"NO"
"ZNF677",0,NA,NA,NA,NA,NA,"NO"
"VN1R2",0,NA,NA,NA,NA,NA,"NO"
"VN1R4",0,NA,NA,NA,NA,NA,"NO"
"FAM90A27P",0,NA,NA,NA,NA,NA,"NO"
"BIRC8",0,NA,NA,NA,NA,NA,"NO"
"LOC107987270",0.114160934385974,2.2132822355668,7.42541628976919,0.29806843807751,0.765650930031633,NA,"NO"
"VN1R6P",0,NA,NA,NA,NA,NA,"NO"
"ZNF845",204.190459586788,0.680858130573632,0.286168364310901,2.37922221840682,0.0173492136018077,0.0948177943228794,"NO"
"LOC107987264",0,NA,NA,NA,NA,NA,"NO"
"ZNF525",77.1405230732573,0.765685628301711,0.47850684436004,1.60015606323405,0.109563966393022,0.272019027964485,"NO"
"RPL39P35",0,NA,NA,NA,NA,NA,"NO"
"ZNF765",229.997551531985,0.926106690524931,0.390518458783271,2.37147993826048,0.017717008479451,0.0961011571453281,"NO"
"ZNF765-ZNF761",0,NA,NA,NA,NA,NA,"NO"
"RPL39P36",6.78840757711595,0.758918677330649,1.50533424592306,0.504152934397162,0.614153911344429,NA,"NO"
"VN1R101P",0.970470943626441,1.62952817135629,4.28314830807303,0.380451026709698,0.703610643226152,NA,"NO"
"TPM3P9",260.509907986144,0.381820043819767,0.253023744697493,1.50902850748754,0.131291497813003,0.302185481090073,"NO"
"ZNF761",7.99136870910283,-0.373765178733827,1.25534166587691,-0.297739801755674,0.765901762922891,NA,"NO"
"ZNF813",324.126754366986,-0.336345177099414,0.343717502317063,-0.978551207989262,0.327801777573157,0.518666344685968,"NO"
"TPM3P6",20.3652451916326,0.585039894191188,0.697406600343528,0.838879204617521,0.401537098396347,0.586054373082344,"NO"
"RPL39P37",0,NA,NA,NA,NA,NA,"NO"
"VN1R103P",0.100432384357309,-0.617468473502871,7.44926994787085,-0.0828897969631716,0.933939166965922,NA,"NO"
"ZNF331",414.233140516346,-0.0590951761742659,0.177527736864261,-0.33287855305366,0.739225959270119,0.841921579099205,"NO"
"LOC284379",0.101526274905908,0.344286343997192,7.44926994774467,0.0462174610951543,0.963136925404162,NA,"NO"
"DPRX",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"OSTCP3",0,NA,NA,NA,NA,NA,"NO"
"LOC107985342",0,NA,NA,NA,NA,NA,"NO"
"LOC100288093",0,NA,NA,NA,NA,NA,"NO"
"MIR512-1",0,NA,NA,NA,NA,NA,"NO"
"MIR512-2",0,NA,NA,NA,NA,NA,"NO"
"MIR1323",0,NA,NA,NA,NA,NA,"NO"
"MIR498",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"MIR520E",0,NA,NA,NA,NA,NA,"NO"
"MIR515-1",0,NA,NA,NA,NA,NA,"NO"
"MIR519E",0,NA,NA,NA,NA,NA,"NO"
"MIR520F",0,NA,NA,NA,NA,NA,"NO"
"MIR515-2",0,NA,NA,NA,NA,NA,"NO"
"MIR519C",0,NA,NA,NA,NA,NA,"NO"
"MIR1283-1",0,NA,NA,NA,NA,NA,"NO"
"MIR520A",0,NA,NA,NA,NA,NA,"NO"
"MIR526B",0,NA,NA,NA,NA,NA,"NO"
"MIR519B",0,NA,NA,NA,NA,NA,"NO"
"MIR525",0,NA,NA,NA,NA,NA,"NO"
"MIR523",0,NA,NA,NA,NA,NA,"NO"
"MIR518F",0,NA,NA,NA,NA,NA,"NO"
"LOC107985346",0,NA,NA,NA,NA,NA,"NO"
"MIR520B",0,NA,NA,NA,NA,NA,"NO"
"MIR518B",0,NA,NA,NA,NA,NA,"NO"
"MIR526A1",0,NA,NA,NA,NA,NA,"NO"
"MIR520C",0,NA,NA,NA,NA,NA,"NO"
"MIR518C",0,NA,NA,NA,NA,NA,"NO"
"MIR524",0,NA,NA,NA,NA,NA,"NO"
"MIR517A",0,NA,NA,NA,NA,NA,"NO"
"MIR519D",0,NA,NA,NA,NA,NA,"NO"
"MIR521-2",0,NA,NA,NA,NA,NA,"NO"
"MIR520D",0,NA,NA,NA,NA,NA,"NO"
"MIR517B",0,NA,NA,NA,NA,NA,"NO"
"MIR520G",0,NA,NA,NA,NA,NA,"NO"
"MIR516B2",0,NA,NA,NA,NA,NA,"NO"
"MIR526A2",0,NA,NA,NA,NA,NA,"NO"
"MIR518E",0,NA,NA,NA,NA,NA,"NO"
"MIR518A1",0,NA,NA,NA,NA,NA,"NO"
"MIR518D",0,NA,NA,NA,NA,NA,"NO"
"MIR516B1",0,NA,NA,NA,NA,NA,"NO"
"MIR518A2",0,NA,NA,NA,NA,NA,"NO"
"MIR517C",0,NA,NA,NA,NA,NA,"NO"
"MIR520H",0,NA,NA,NA,NA,NA,"NO"
"MIR521-1",0,NA,NA,NA,NA,NA,"NO"
"MIR522",0,NA,NA,NA,NA,NA,"NO"
"MIR519A1",0,NA,NA,NA,NA,NA,"NO"
"MIR527",0,NA,NA,NA,NA,NA,"NO"
"MIR516A1",0,NA,NA,NA,NA,NA,"NO"
"MIR1283-2",0,NA,NA,NA,NA,NA,"NO"
"MIR516A2",0,NA,NA,NA,NA,NA,"NO"
"MIR519A2",0,NA,NA,NA,NA,NA,"NO"
"SEPTIN7P8",0.946828727706492,-1.89235601307603,3.76246477913211,-0.502956472462326,0.614994875490227,NA,"NO"
"RPLP1P12",3.77108744826067,-1.34347220154358,2.20980633567988,-0.607959249573897,0.543214501407875,NA,"NO"
"MIR371B",0,NA,NA,NA,NA,NA,"NO"
"MIR371A",0,NA,NA,NA,NA,NA,"NO"
"MIR372",0,NA,NA,NA,NA,NA,"NO"
"MIR373",0.196174062507312,0.344145283074594,7.44926994778571,0.0461985248872463,0.96315201819059,NA,"NO"
"NLRP12",3.15696791927422,3.38381363013841,2.74076526504484,1.23462365540562,0.216970600955213,NA,"NO"
"MYADM-AS1",6.31312694938291,1.66511585075486,1.55065697373272,1.0738131507877,0.282906434628395,NA,"NO"
"MYADM",4451.82417059522,0.361327866014337,0.194627026745105,1.85651433954008,0.0633802810428738,0.198092869712658,"NO"
"PRKCG",3.94800913423194,-0.0912987487679817,1.37500223524687,-0.066398982072629,0.947060180604629,NA,"NO"
"CACNG7",0,NA,NA,NA,NA,NA,"NO"
"CACNG8",39.3333281065063,-0.590510422324961,0.865861918836062,-0.68199144630215,0.49524435958639,0.665750544326186,"NO"
"MIR935",0,NA,NA,NA,NA,NA,"NO"
"CACNG6",9.09546720169401,1.22614554191745,0.996822282982056,1.23005430641996,0.218676769360076,0.407221758107714,"NO"
"VSTM1",1.97086953807947,1.39072779563036,3.60465330251761,0.385814578799861,0.699633997381581,NA,"NO"
"TARM1",0,NA,NA,NA,NA,NA,"NO"
"OSCAR",1.42804884824947,-3.06126984267272,3.88371807443651,-0.78823173670166,0.430561168546371,NA,"NO"
"NDUFA3",0.497960034654645,-2.08103475426625,6.19737068965522,-0.33579317076191,0.737026840406745,NA,"NO"
"TFPT",3.20348424496002,-2.75775752502715,1.98029688556527,-1.3925980216042,0.163741381620438,NA,"NO"
"PRPF31",25.2530102059929,1.59784671798947,0.749987832921568,2.13049685321571,0.0331306153319093,0.136065210234483,"UP"
"CNOT3",227.577426813112,0.858594148045227,0.53504780437862,1.60470548803085,0.108558633613378,0.270496532974919,"NO"
"LOC102724273",0.0980870312536558,0.344177230937194,7.44926994784949,0.0462028136108228,0.963148599934347,NA,"NO"
"LENG1",0.222679952462074,0.298945770613842,7.39858528478295,0.0404058017995277,0.967769604861157,NA,"NO"
"TMC4",15.1086641511231,0.284629807827335,0.926660516323745,0.307156507494806,0.758724248333557,0.856258040179407,"NO"
"LOC112268246",0,NA,NA,NA,NA,NA,"NO"
"MBOAT7",66.6768687334067,0.912502040041621,0.413808027371972,2.20513373275229,0.0274447116022279,0.122905986422842,"NO"
"TSEN34",5.16854446231898,1.52406822267934,1.45866620689244,1.04483686224982,0.296098374728954,NA,"NO"
"RPS9",33.8539826582361,-0.525466817721139,0.760454393253161,-0.690990574034606,0.489571464618773,0.661052145775723,"NO"
"LILRB3",0.820328363154186,0.419555230464354,4.79524096914447,0.0874940869841642,0.930278785311627,NA,"NO"
"LOC100421130",0.0535457864791455,-0.617481816787875,7.44926994787085,-0.0828915881836667,0.933937742680197,NA,"NO"
"LOC107985279",0,NA,NA,NA,NA,NA,"NO"
"LILRA6",0.242730470928158,-2.19279320469438,7.40018510188526,-0.296315994060169,0.766988772634966,NA,"NO"
"LILRB5",0.0975482629975049,-1.52089153421124,7.42559827886499,-0.204817373239817,0.837714812873985,NA,"NO"
"LOC100420187",0,NA,NA,NA,NA,NA,"NO"
"LILRB2",0,NA,NA,NA,NA,NA,"NO"
"MIR4752",0,NA,NA,NA,NA,NA,"NO"
"LILRA5",0,NA,NA,NA,NA,NA,"NO"
"LILRA4",0,NA,NA,NA,NA,NA,"NO"
"LAIR1",0,NA,NA,NA,NA,NA,"NO"
"TTYH1",0.0475188697586435,0.344248155158521,7.44926994787085,0.0462123345733918,0.963141011410915,NA,"NO"
"LENG8-AS1",1.71918303161156,-2.99989136895831,3.5598959725727,-0.842690739299979,0.399401427793107,NA,"NO"
"LENG8",5.42275122903139,1.75557263258807,2.00231902614222,0.876769690377689,0.380611745116793,NA,"NO"
"LENG9",0,NA,NA,NA,NA,NA,"NO"
"CDC42EP5",0,NA,NA,NA,NA,NA,"NO"
"LAIR2",0.111602150026186,2.21631200046055,7.42527887211936,0.298481988169147,0.76533532130573,NA,"NO"
"LOC105372460",0,NA,NA,NA,NA,NA,"NO"
"KIR3DX1",0,NA,NA,NA,NA,NA,"NO"
"LOC107985347",0,NA,NA,NA,NA,NA,"NO"
"LOC105372461",0,NA,NA,NA,NA,NA,"NO"
"LILRA2",0,NA,NA,NA,NA,NA,"NO"
"LILRA1",0,NA,NA,NA,NA,NA,"NO"
"LILRB1",0,NA,NA,NA,NA,NA,"NO"
"MIR8061",0,NA,NA,NA,NA,NA,"NO"
"LILRB4",0,NA,NA,NA,NA,NA,"NO"
"LOC102724290",0,NA,NA,NA,NA,NA,"NO"
"LILRP1",0,NA,NA,NA,NA,NA,"NO"
"LILRP2",0,NA,NA,NA,NA,NA,"NO"
"KIR3DL3",0,NA,NA,NA,NA,NA,"NO"
"KIR2DL3",0,NA,NA,NA,NA,NA,"NO"
"KIR2DL1",0,NA,NA,NA,NA,NA,"NO"
"LOC101928804",0,NA,NA,NA,NA,NA,"NO"
"KIR2DL4",0,NA,NA,NA,NA,NA,"NO"
"KIR3DL1",0,NA,NA,NA,NA,NA,"NO"
"KIR2DS4",0,NA,NA,NA,NA,NA,"NO"
"KIR3DL2",0,NA,NA,NA,NA,NA,"NO"
"RNU6-222P",0,NA,NA,NA,NA,NA,"NO"
"FCAR",0,NA,NA,NA,NA,NA,"NO"
"NCR1",0.987491668205291,-6.52587988791416,4.2758215343569,-1.52622831319729,0.126953014575657,NA,"NO"
"NLRP7",0.345111674797155,-3.55057938093141,7.3895130484804,-0.480488952064515,0.630879757114815,NA,"NO"
"NLRP2",134.954676177619,0.926378745109069,0.369681227711511,2.50588527538647,0.0122145244579815,0.0786174036042343,"NO"
"RPL36AP50",0,NA,NA,NA,NA,NA,"NO"
"LOC107985325",0,NA,NA,NA,NA,NA,"NO"
"GP6",0,NA,NA,NA,NA,NA,"NO"
"RDH13",10.5345760125718,-0.0763840097779514,0.909233141394545,-0.0840092670410108,0.93304906378392,0.961364849767223,"NO"
"EPS8L1",418.980141086418,-0.352622579595208,0.389735456434198,-0.904774184061807,0.365585030939432,0.552777648592427,"NO"
"PPP1R12C",1734.75401223748,-0.417210707341818,0.159029846495624,-2.62347425049737,0.0087038023968287,0.0654921214559589,"NO"
"MIR7975",0,NA,NA,NA,NA,NA,"NO"
"TNNT1",994.053360958416,-1.1517001461561,0.450513018197174,-2.5564192368178,0.0105755617647684,0.0727255554616629,"DOWN"
"TNNI3",59.1378085429883,-1.62898341557422,0.641925895292336,-2.53765026075537,0.0111599448639091,0.0749113149931663,"DOWN"
"DNAAF3",22.3363330895575,0.640425806916195,0.775375991545756,0.825955167427186,0.40882952421156,0.592061611541875,"NO"
"LOC101930593",0.648838379955854,-4.09780909893127,5.80413561328389,-0.706015395221407,0.480178563535005,NA,"NO"
"SYT5",1.22843185352845,-1.0469187147932,3.77878440724493,-0.277051718744785,0.781740393992034,NA,"NO"
"PTPRH",401.73197744636,0.20085705832294,0.247741889335084,0.8107512979013,0.41750850784475,0.599709125833785,"NO"
"TMEM86B",539.278905713301,-0.818992813527426,0.415803568673088,-1.96966278125268,0.0488770312236661,0.171476352954596,"NO"
"PPP6R1",5237.27940985552,0.137618669483473,0.124293327490117,1.10720882820049,0.268203651534285,0.458754290469496,"NO"
"MIR6804",0,NA,NA,NA,NA,NA,"NO"
"MIR6802",0,NA,NA,NA,NA,NA,"NO"
"MIR6803",0,NA,NA,NA,NA,NA,"NO"
"HSPBP1",2882.71582916001,-0.115532280145244,0.265822169976034,-0.434622440090907,0.663836504002496,0.786519079348573,"NO"
"BRSK1",148.075780285087,-0.245123054407251,0.280620826013189,-0.873502718560631,0.382389125101167,0.568415254814927,"NO"
"TMEM150B",256.046453358114,-1.24054278622943,0.407423710047579,-3.04484681582366,0.0023279884873765,0.0314620492189787,"DOWN"
"KMT5C",283.709913775708,0.10009575903158,0.269275069355706,0.371723083280896,0.710099036643866,0.822867580398579,"NO"
"COX6B2",2.9584670396144,-0.57699811208139,2.61424512279165,-0.220713087327188,0.82531584053923,NA,"NO"
"FAM71E2",0.66014102666936,-0.323187986374208,6.9038198734355,-0.046812922744084,0.962662329465614,NA,"NO"
"IL11",72.7616790431488,0.590110723846284,0.506734513100187,1.1645362780522,0.2442067503622,0.434504789009039,"NO"
"TMEM190",18.0203338158936,-1.90662686540418,1.22151287610518,-1.56087332577574,0.118553642113819,0.28450957567134,"NO"
"TMEM238",390.296683180796,-1.07108044626117,0.366514243505184,-2.92234330654605,0.00347408378055322,0.0391724885122261,"DOWN"
"RPL28",27911.8216906529,-1.19533718871652,0.389410353429848,-3.06960813493589,0.00214339797145291,0.0297896987296161,"DOWN"
"MIR6805",0,NA,NA,NA,NA,NA,"NO"
"UBE2S",8288.17304993748,-0.200528012121033,0.294193003783741,-0.681620601244614,0.495478884836382,0.666006822704966,"NO"
"SNORD157",1.14636011719445,1.71826184246239,3.33202467429465,0.515681007922346,0.60607722140443,NA,"NO"
"LOC105372462",5.32500554196126,-2.32102046303962,1.95061576726248,-1.18989116257221,0.234089172387664,NA,"NO"
"SHISA7",1.03555501718396,4.5388719313415,5.53850146775729,0.819512634918454,0.412493996220826,NA,"NO"
"ISOC2",1246.02655614887,-0.94256345183925,0.392721486863518,-2.40008118569488,0.016391435972418,0.0920146417342971,"NO"
"ZNF628",440.639113684288,-0.657437500594795,0.249465199278345,-2.63538763120722,0.0084041246978754,0.0643863707923548,"NO"
"NAT14",663.886294349465,-0.751602343442958,0.3951459409173,-1.90208797716148,0.0571596539847223,0.186682175279994,"NO"
"SSC5D",5.36925792604215,0.0074560436141654,1.67511130840347,0.00445107353568742,0.996448568873739,NA,"NO"
"SBK2",3.58226860692457,2.47948297840465,2.27232936819157,1.09116354922524,0.275200923846904,NA,"NO"
"SBK3",23.6719543970771,1.5905658516499,0.658092917408355,2.41693203129086,0.0156519394915079,0.089675155025525,"UP"
"ZNF579",543.387820589849,-0.715970154140589,0.233719932015915,-3.06336797193589,0.00218860756782764,0.0301574676875104,"NO"
"FIZ1",725.603777386853,-0.0989377683178566,0.154874590065424,-0.638825053716443,0.52293674787885,0.688620268890514,"NO"
"ZNF524",364.843092374561,-1.06588195668217,0.40006072653972,-2.66430040734414,0.00771486331464355,0.0612716110096228,"DOWN"
"ZNF865",792.843102013225,-0.5056781694991,0.242554268651354,-2.08480424735777,0.0370870730286579,0.144385929656814,"NO"
"LOC107985322",16.6324468091213,0.926847288933337,0.829562657805068,1.11727219181451,0.263877961661887,0.455254725945488,"NO"
"ZNF784",190.225919311846,-0.881426325601174,0.429758518436907,-2.05098046411517,0.0402688492693908,0.152239299825322,"NO"
"LOC107983998",33.1805101519659,-0.877963013793204,0.586289557085607,-1.49749045191506,0.134265688178493,0.306495365891093,"NO"
"ZNF581",830.334780589193,-1.49603150937477,0.373488620225433,-4.00556115597789,6.18704231919766e-05,0.00281139943947494,"DOWN"
"ZNF580",289.662549949577,-0.714389216291416,0.377840628989381,-1.89071571842925,0.0586623030576682,0.189509956046452,"NO"
"CCDC106",116.871834217362,-0.535264444772026,0.435437983228427,-1.22925529096811,0.21897610440079,0.407582197945428,"NO"
"U2AF2",9234.7680310533,0.158685503118592,0.153941821124628,1.03081477118634,0.302627690040052,0.494294064973943,"NO"
"EPN1",4803.44273349574,-0.32827524726361,0.18548992255309,-1.76977402731759,0.0767647922240449,0.218730980329714,"NO"
