"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed"
"TWF2",813.076528971153,-0.498867808030089,0.212848496800839,-2.34376946761751,0.0190899667098949,0.100390999568979,"NO"
"LOC101929054",4.70951483673004,2.61249557642546,2.12953358245907,1.2267923821181,0.219900634764733,NA,"NO"
"PPM1M",150.718545132942,0.000178157991924578,0.330325477022744,0.000539340754247396,0.999569668360037,0.999875141871324,"NO"
"WDR82",3961.62460930474,0.082202385481379,0.159935424539875,0.513972346763517,0.607271324576369,0.750916673091156,"NO"
"MIRLET7G",0.298733348785363,-1.58675251874096,7.42332009474967,-0.213752404380788,0.830740142850331,NA,"NO"
"LOC107986086",2.80442628607159,-4.96645205344243,2.65366387657998,-1.87154526135509,0.0612695424564521,NA,"NO"
"GLYCTK",1026.92714784281,-0.683793459139473,0.28221599922394,-2.42294363544172,0.0153953151507255,0.0890857161390486,"NO"
"GLYCTK-AS1",0,NA,NA,NA,NA,NA,"NO"
"MIR135A1",0,NA,NA,NA,NA,NA,"NO"
"DNAH1",8.36796548317179,-2.28183141400231,1.22967421975533,-1.85563897928699,0.0635050338157753,NA,"NO"
"PPP2R5CP",0.948693020735837,1.17737146424125,3.99443567829758,0.294752891037426,0.768182655866087,NA,"NO"
"BAP1",1724.01726624933,-0.138555695895345,0.154773954667319,-0.895213255958761,0.370673099901768,0.557497337945609,"NO"
"PHF7",31.2799738481047,-0.0774824095251813,0.696620319252898,-0.111226169239908,0.911437000328613,0.947717138530239,"NO"
"SEMA3G",25.7697159074655,0.728021732018696,0.572528093481701,1.27159128138393,0.203518376113546,0.390344798973246,"NO"
"LOC105377091",0.442448761953708,5.63139227558806,7.35490109855526,0.765665261861135,0.443875501795024,NA,"NO"
"TNNC1",459.994006564339,-0.952577775263382,0.421435158338959,-2.26031871431388,0.0238014773176926,0.113186411619206,"NO"
"NISCH",412.512983795696,-0.270999332438571,0.19527803440291,-1.38776147182754,0.16520969047978,0.344774148398119,"NO"
"STAB1",1.41380225386891,0.527018189526818,3.87691445908604,0.135937533594966,0.891870663349954,NA,"NO"
"NT5DC2",3446.28376224496,0.118148424241905,0.188674089349234,0.626203760407253,0.531181301050085,0.694737901244152,"NO"
"SMIM4",303.881302740393,-0.983078977833067,0.408226888428999,-2.40816811850954,0.0160327960778797,0.0908691703145912,"NO"
"PBRM1",1297.93729008432,0.331927038001915,0.287662396949425,1.15387705004861,0.248550579400084,0.439400366168325,"NO"
"GNL3",2378.39468459033,0.0908336143722801,0.179060772890442,0.50727813192148,0.611959680147484,0.754065564323948,"NO"
"SNORD136",0.164014865238735,0.344150434676319,7.44926994780341,0.0461992164450691,0.963151466995812,NA,"NO"
"SNORD19",0.442770842857601,0.344200945475816,6.59785878844321,0.0521685832498746,0.958394365767174,NA,"NO"
"SNORD19B",1.89153126655137,1.71538132006043,2.33194511588408,0.735601068985749,0.46197351184192,NA,"NO"
"SNORD19C",0.629218054561895,1.68390387492813,7.11230898317371,0.236759100161692,0.812843682820694,NA,"NO"
"SNORD69",0.238020101838864,-2.54844675761491,7.42332122505078,-0.343302772486109,0.731370695277349,NA,"NO"
"GLT8D1",453.29739669962,-0.135908230943667,0.242099277024449,-0.561373964491194,0.574542628831969,0.727775966700017,"NO"
"SPCS1",2632.60719097561,-0.475768142860176,0.289545393346314,-1.6431556287657,0.100350737661933,0.2580159753461,"NO"
"NEK4",584.054273569202,1.48866168161539,0.417732098096369,3.56367559112483,0.000365697870091875,0.00989339852831442,"UP"
"LOC100301990",2.25705700302052,0.720053092908591,2.46554155551031,0.292046626145613,0.770250974606979,NA,"NO"
"LOC100499399",2.16857261694868,1.70083011664679,2.59194279578828,0.656198940582531,0.511696130449913,NA,"NO"
"LOC101059924",0.282088112869774,-2.99043839630181,7.38128954253383,-0.405137663150829,0.685376323161891,NA,"NO"
"ITIH1",10.3792794815258,-1.75073592864307,1.17972174118956,-1.48402446739494,0.137802429673455,0.311325298319233,"NO"
"ITIH3",1.29698168172987,-1.58709367951436,4.13940029050132,-0.383411501215831,0.701414676982338,NA,"NO"
"ITIH4",13.9914800962353,-1.90780234065195,1.20075259951802,-1.58883881776957,0.112096786995605,0.275205970923853,"NO"
"ITIH4-AS1",0,NA,NA,NA,NA,NA,"NO"
"MUSTN1",0.164547509949199,-0.617455128736661,7.44926994787085,-0.0828880055438375,0.933940591409965,NA,"NO"
"STIMATE-MUSTN1",0,NA,NA,NA,NA,NA,"NO"
"STIMATE",285.002213260733,-0.353500460049084,0.203736129294804,-1.73508970290475,0.0827249178875214,0.228547079903956,"NO"
"MIR8064",0,NA,NA,NA,NA,NA,"NO"
"SFMBT1",1660.24008854964,0.0441183813075286,0.20783492086282,0.212276075283079,0.831891659264447,0.903134967021029,"NO"
"SERBP1P3",0,NA,NA,NA,NA,NA,"NO"
"RFT1",1033.91414790932,0.429205207036195,0.161141407049491,2.66353145907666,0.00773251812773725,0.0612827298301139,"NO"
"PRKCD",605.372835994722,0.449006130763979,0.185753421077038,2.41721594229891,0.0156397357062345,0.089675155025525,"NO"
"TKT",11432.8826589196,-0.37903708409057,0.169816454673521,-2.23203979154603,0.025612333135796,0.118353913162004,"NO"
"LOC107986087",13.0437642764524,-0.369206617537003,1.7446030736091,-0.211627861444275,0.832397371322588,0.903346078266923,"NO"
"DCP1A",1109.78970306341,-0.318954845487132,0.275962288550071,-1.15579142049788,0.247766483179409,0.438297289411723,"NO"
"SNORD38C",1.11228658609192,-3.94985449629508,4.96558463996325,-0.795446011433673,0.426354104188983,NA,"NO"
"LOC105377094",0.241084557463187,-2.77259012517332,7.38546716736924,-0.375411610713441,0.707354371206366,NA,"NO"
"RPS25P4",0,NA,NA,NA,NA,NA,"NO"
"CACNA1D",179.240108955083,-0.292153112171592,0.306052666323182,-0.954584436990617,0.339787890517671,0.53010114786445,"NO"
"CHDH",1426.14404483154,-0.275729405652964,0.171564128644703,-1.60715067789013,0.108021318574076,0.269378828787175,"NO"
"IL17RB",401.783427846782,0.553652724114374,0.390055343593081,1.41942094425442,0.155776329862379,0.334134153012165,"NO"
"ACTR8",846.377495861121,0.00275182769352015,0.143941605481045,0.0191176670867585,0.984747237708365,0.991750376808121,"NO"
"SELENOK",768.203569319303,-0.567535097391762,0.349757757980617,-1.62265191962722,0.104663834936995,0.264437186000895,"NO"
"LOC105377095",3.06077229719494,-1.03056194317202,2.05268905576252,-0.50205458068718,0.615629128059628,NA,"NO"
"CABYRP1",0.40328215149424,-3.17452272976835,7.37821743064726,-0.430256055694723,0.66700938956941,NA,"NO"
"CACNA2D3",1.05402976704889,0.344077434076637,7.44926994767976,0.0461894167473159,0.963159277685229,NA,"NO"
"LOC107986088",0,NA,NA,NA,NA,NA,"NO"
"RPS15P5",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"ESRG",0.267814611267082,-2.9186266594264,7.38259794733832,-0.395338697873784,0.692592943766228,NA,"NO"
"CACNA2D3-AS1",0,NA,NA,NA,NA,NA,"NO"
"LRTM1",0,NA,NA,NA,NA,NA,"NO"
"LOC107986089",0,NA,NA,NA,NA,NA,"NO"
"LINC02017",0,NA,NA,NA,NA,NA,"NO"
"LOC105377097",0,NA,NA,NA,NA,NA,"NO"
"LINC02030",0,NA,NA,NA,NA,NA,"NO"
"WNT5A",18.3121697194847,1.00611019330658,0.825581556642254,1.21866844675959,0.222970058582232,0.412232498367954,"NO"
"ERC2",5.40051565720193,0.997118516680463,1.68734143776336,0.590940573356739,0.554560239326913,NA,"NO"
"LOC105377100",0,NA,NA,NA,NA,NA,"NO"
"ERC2-IT1",0,NA,NA,NA,NA,NA,"NO"
"MIR3938",0,NA,NA,NA,NA,NA,"NO"
"LOC105377099",0,NA,NA,NA,NA,NA,"NO"
"CCDC66",109.628594795527,0.632778040345973,0.39349248167994,1.6081070663522,0.107811731855662,0.269154797583051,"NO"
"TASOR",1713.37339012211,0.599479960117628,0.346255369845533,1.73132321495855,0.0833941331556038,0.229913307702561,"NO"
"ARHGEF3",799.475145199915,0.0766948508228929,0.272368142560823,0.281585247458836,0.778261553479793,0.869177522902797,"NO"
"ARHGEF3-AS1",0.246022297858102,0.344134626312275,7.4492699477555,0.046197094309351,0.963153158409208,NA,"NO"
"SPATA12",17.6570500226454,-1.38821176698645,0.76069911665066,-1.82491570793287,0.0680137504242428,0.205646665755569,"NO"
"IL17RD",67.2229290204534,1.10732735170739,0.530650266853179,2.08673663404331,0.0369119478288613,0.143865596353012,"UP"
"RPL19P2",0,NA,NA,NA,NA,NA,"NO"
"LOC105377101",4.60507243961037,2.04804840377082,1.56189716148033,1.31125688315467,0.189770990127099,NA,"NO"
"HESX1",8.00611916102628,-0.208093259655748,1.40097180535672,-0.148534937576964,0.881920615551043,NA,"NO"
"APPL1",1671.36151143051,0.713894234981303,0.281877943973421,2.53263602294693,0.0113208436749107,0.0754573756935088,"NO"
"ASB14",22.6249970296776,-0.13199516185739,0.746328693350998,-0.176859288720007,0.859618917340108,0.918698423242787,"NO"
"LOC105377102",1.45815234646066,-3.23847559470348,5.85330056917597,-0.553273414961396,0.580076202376846,NA,"NO"
"DNAH12",571.830684842579,0.912298637410015,0.390951149105145,2.33353614511223,0.0196200235576955,0.101767975917684,"NO"
"RNF7P1",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"RPS8P5",7.15275747334649,2.15924234936323,1.94076579584947,1.11257234334045,0.265892143965368,NA,"NO"
"PDE12",2758.62412244741,0.531886360389811,0.191931321996177,2.77123272459096,0.00558444976686281,0.051522914353603,"NO"
"ARF4",7437.46244737548,0.148633937292619,0.141881227925088,1.04759410012363,0.294825656858816,0.486102009141363,"NO"
"ARF4-AS1",23.6831170174742,-0.988931926477278,0.663952417052788,-1.48946204739647,0.136365740198644,0.309453175687023,"NO"
"RNU6ATAC26P",0.0820074326193674,0.344169166667035,7.44926994783977,0.0462017310524291,0.963149462769559,NA,"NO"
"DENND6A",1030.70339935483,0.571692710901219,0.186525999030618,3.06494919674644,0.00217706974444146,0.0300649567892521,"NO"
"DENND6A-DT",1.11304105471476,-0.688247024757536,3.91460929130388,-0.175814998009238,0.860439286470133,NA,"NO"
"SLMAP",3014.73267918849,0.587055788892225,0.287766126644467,2.0400447951872,0.0413458643274859,0.154634347683158,"NO"
"LOC105377103",13.3417447896017,-2.02066254538901,1.2907878578754,-1.56544898765546,0.117477669653323,0.282919484660184,"NO"
"PPIAP16",1.78505968940995,-0.09804389932603,3.51798324283149,-0.0278693480208616,0.977766355679092,NA,"NO"
"LOC105377104",1.20288777594988,-2.43840958558838,4.02100329877345,-0.606418200734177,0.544237085411064,NA,"NO"
"FLNB",25188.1006322428,0.657154831538338,0.28394179084377,2.31439982675856,0.0206458003875311,0.104514239792821,"NO"
"FLNB-AS1",39.8418029578493,0.55648819236152,0.826150203017542,0.673592030031498,0.500570721567003,0.669915187980194,"NO"
"LOC105377650",16.2424567424366,-2.47979750971561,0.952255773357593,-2.60412966673019,0.00921079022114998,0.0672724558163586,"DOWN"
"DNASE1L3",8.1867570106468,-0.703441374346569,1.35428674466837,-0.51941834114224,0.603469043901374,NA,"NO"
"LOC107986091",0.290145255488617,-1.21050049809806,7.39261752303113,-0.163744505153531,0.869932280319872,NA,"NO"
"ABHD6",328.818590833676,0.521456921859744,0.24977780446221,2.08768318298929,0.0368264228183757,0.143679850672105,"NO"
"HTD2",0.678093899714876,-3.04315035926349,4.40197409059697,-0.691314918405345,0.489367658649594,NA,"NO"
"RPP14",1.24578147085384,1.3034470970082,3.47439493489525,0.375158012094987,0.707542954931799,NA,"NO"
"PXK",163.24870992158,1.35475682229159,0.398588902444748,3.39888244249195,0.000676617921447678,0.0148611146075418,"UP"
"LOC105377106",0.925000362453905,-0.386341985046352,4.2350320152465,-0.0912252808610385,0.927313587481476,NA,"NO"
"PDHB",3693.63612207293,-0.22134259463407,0.163549899724248,-1.35336429436681,0.17593927839645,0.358083737189609,"NO"
"LOC107986092",5.09514105589116,0.925839207074137,1.54390970084097,0.599671863302519,0.548724943466774,NA,"NO"
"KCTD6",267.145626793966,0.0159347870894391,0.236799378195872,0.0672923519092116,0.946348965381728,0.969276437278883,"NO"
"ACOX2",95.7455012819288,-0.201382125453426,0.370702052567596,-0.543245239832344,0.586960961981819,0.736588930047797,"NO"
"LOC107984079",2.51949312396792,-5.3940627927675,2.82632478592443,-1.90850776231763,0.0563256208686624,NA,"NO"
"FAM107A",1.46682399771776,-4.91914984943563,4.06317898111067,-1.21066531213719,0.226023701859339,NA,"NO"
"FAM3D-AS1",0,NA,NA,NA,NA,NA,"NO"
"FAM3D",0,NA,NA,NA,NA,NA,"NO"
"LOC105377109",0.0803615191543955,-1.24101433047733,7.4389878846087,-0.166825695877929,0.867507199621611,NA,"NO"
"CFAP20DC",182.818932192365,0.613451041186397,0.310149091835207,1.97792306131383,0.0479373869194754,0.169433097642496,"NO"
"CFAP20DC-AS1",1.37126789230843,2.46242068335396,4.1248486771575,0.596972368220513,0.550525829031226,NA,"NO"
"LOC105377110",1.0017873020677,-1.28376357263494,5.49688117973855,-0.23354399170331,0.81533901337699,NA,"NO"
"LOC339902",0,NA,NA,NA,NA,NA,"NO"
"FHIT",126.683182990067,-0.963070664274964,0.318015790188703,-3.02837372856078,0.00245873806571288,0.0323030574138758,"NO"
"LOC105377113",3.55843014992019,-2.34206416504344,2.69033506894767,-0.870547387229181,0.384001334416711,NA,"NO"
"LOC105377112",4.27569693094783,-1.78761066123997,2.96699461149201,-0.602498789285309,0.546842168855187,NA,"NO"
"LOC107986015",7.97578261937692,-4.71703808973457,2.68390246669718,-1.75752962272857,0.0788275772323179,NA,"NO"
"LOC101060206",1.17507781332144,1.84784795874709,4.51006510568603,0.409716470925759,0.682013946161622,NA,"NO"
"MIR548BB",0,NA,NA,NA,NA,NA,"NO"
"PPIAP70",2.56355127680975,-3.06615506946553,3.51304715699303,-0.872790751858277,0.382777141333902,NA,"NO"
"LOC100421730",0.987928480465794,0.34421065128474,6.01271328456371,0.0572471420129784,0.95434832581135,NA,"NO"
"PPIAP71",2.57712168614915,-5.11810768141715,3.59602575031332,-1.423267806403,0.154658535807303,NA,"NO"
"LOC105377111",3.64979816477546,0.367399591017707,2.75385393394159,0.133412882393457,0.893866857805854,NA,"NO"
"LOC105377114",0,NA,NA,NA,NA,NA,"NO"
"LOC105377115",0,NA,NA,NA,NA,NA,"NO"
"PTPRG",830.478735971278,0.438178077497948,0.364392696523469,1.20248863843441,0.229174265431519,0.419057569452308,"NO"
"LOC107986016",29.2774798368649,0.322796755199371,1.21045591803985,0.266673697396674,0.789720407174353,0.876203422741806,"NO"
"RPL10AP6",42.6941942926869,-1.01223302954272,0.73300756142727,-1.38093122473629,0.167300108118154,0.347015681414408,"NO"
"ID2B",6.05447151940026,-2.07816067504339,1.63642558807711,-1.26993900008942,0.204106359627819,NA,"NO"
"LOC105377116",5.33505976960889,1.64694969809169,2.38910948560969,0.689357146674004,0.490598543867145,NA,"NO"
"PTPRG-AS1",1.22617253919897,2.71025061870557,3.68060396512547,0.736360294230453,0.461511461729816,NA,"NO"
"C3orf14",0.109887752815003,2.16251480962706,7.42790587299055,0.291133846686241,0.770948954627195,NA,"NO"
"FEZF2",0,NA,NA,NA,NA,NA,"NO"
"LOC105377647",0,NA,NA,NA,NA,NA,"NO"
"CADPS",0.589089330141955,-4.05123995389467,7.36792315415126,-0.549848290913852,0.582423433315295,NA,"NO"
"RPL14P2",0,NA,NA,NA,NA,NA,"NO"
"RN7SL863P",0,NA,NA,NA,NA,NA,"NO"
"RPS10P10",0.309220885433869,-2.58875139888859,7.38951372400791,-0.350327707015139,0.726092773968748,NA,"NO"
"KRT8P35",0.713784569505289,1.34792764399977,5.94313949446147,0.226803972085113,0.820576174910424,NA,"NO"
"LINC00698",0.121365235464079,-1.24103619995246,7.43898753955227,-0.166828643461763,0.867504880290591,NA,"NO"
"LOC107986043",3.10943536698454,-1.10685900652646,1.99450705695316,-0.554953667708406,0.578926351933973,NA,"NO"
"SYNPR",0.160723038308791,-2.19274917383971,7.40018585766874,-0.296310013831259,0.766993339225148,NA,"NO"
"SYNPR-AS1",0.667227100445614,0.515031544384248,4.21642509230633,0.122148866186197,0.90278112197551,NA,"NO"
"RNA5SP134",0,NA,NA,NA,NA,NA,"NO"
"SNTN",1.54782615299546,-3.58701031943594,3.68809109470233,-0.972592657645689,0.330755793271787,NA,"NO"
"LOC105377119",0.388072992633045,-1.29186671189481,7.39402592621921,-0.174717633503806,0.861301511366993,NA,"NO"
"LOC100130345",1.89935410756413,2.98039802816553,3.28597993376946,0.907004329982812,0.364404507472739,NA,"NO"
"C3orf49",7.21679951771126,-2.08773910668339,1.44704663311183,-1.44275869133103,0.149088459497262,NA,"NO"
"THOC7",2571.10382674546,-0.361929291715395,0.316083785279254,-1.14504225958835,0.252191652083952,0.44330700760692,"NO"
"THOC7-AS1",4.01322863501652,0.870299034556313,2.89255431105422,0.300875607151218,0.763509351624157,NA,"NO"
"ATXN7",930.666402059396,0.192516195933287,0.304354356894734,0.632539641940699,0.527034313309251,0.692117311853811,"NO"
"SCAANT1",2.97245298793806,-2.97035722390074,2.26146374387494,-1.31346665713558,0.189025749165369,NA,"NO"
"PSMD6-AS2",28.0403450378525,0.108371524736695,0.672676274172382,0.161105020197164,0.872010686351123,0.925707138877383,"NO"
"PSMD6",4208.08703333103,-0.0569093349526217,0.164395409787099,-0.346173503422768,0.729212326302957,0.835497719823391,"NO"
"LOC105377121",0,NA,NA,NA,NA,NA,"NO"
"LOC107986093",0,NA,NA,NA,NA,NA,"NO"
"PRICKLE2-AS1",0.968799590095137,0.344234559692944,7.37382781518541,0.0466832923578768,0.962765646593726,NA,"NO"
"LINC00994",0.399546730590758,-1.2410866120571,7.43898676673466,-0.166835437536593,0.867499534320269,NA,"NO"
"PRICKLE2",195.326449085761,0.295568713364612,0.407451168229884,0.725408923598551,0.468201200222844,0.643946734563878,"NO"
"PRICKLE2-AS2",0.620028325654536,-0.617465422950662,7.0810984704419,-0.0871991013157212,0.930513253683398,NA,"NO"
"PRDX3P4",0.892069904872667,3.72541829567624,4.71518221478701,0.790089995672526,0.429475212042616,NA,"NO"
"PRICKLE2-AS3",1.84214913565012,0.447705760908582,3.93331294311195,0.113824088594987,0.909377242753294,NA,"NO"
"PRICKLE2-DT",0,NA,NA,NA,NA,NA,"NO"
"LOC105377123",0.472508361045091,0.628117317509214,7.41509972011092,0.084707871939424,0.932493637561604,NA,"NO"
"ADAMTS9",693.133392794112,0.703827110128655,0.325293787329761,2.16366600759934,0.030489991625243,0.129802693659555,"NO"
"ADAMTS9-AS1",9.40987843235949,-0.896401728830337,1.68513446350017,-0.531946707070743,0.594762906684071,0.742450784236234,"NO"
"ADAMTS9-AS2",7.7304348841509,-0.958998182578072,1.29166481262579,-0.742451271571418,0.457813964958,NA,"NO"
"LOC105377124",0.938713192572986,-2.09846352375423,4.95439694816944,-0.423555792098889,0.671889801615896,NA,"NO"
"LOC107986017",1.02940100626965,-2.39661071389171,4.61309969359042,-0.519522852979232,0.60339618067051,NA,"NO"
"LOC105377125",9.23364781502051,0.842122009495911,1.66342647517912,0.506257428303364,0.612675944505381,0.754478238000798,"NO"
"LOC105377127",0,NA,NA,NA,NA,NA,"NO"
"LINC02040",0,NA,NA,NA,NA,NA,"NO"
"LOC107986094",0.62201567513942,-1.64750413191628,5.21812361892254,-0.315727309706102,0.75220949604987,NA,"NO"
"MAGI1",2327.56408206864,-0.116812448306544,0.205174733816563,-0.569331545525388,0.569131162771958,0.723365183601876,"NO"
"ILF2P1",5.22103736602629,-4.54980792340199,2.52493340124919,-1.80195165589358,0.071553011996676,NA,"NO"
"LOC107986018",13.790404098719,-1.86361482987517,1.49028382369618,-1.25051000369384,0.211113303297362,0.398863015578745,"NO"
"RPL17P17",5.32947770736853,-0.000570539841257733,2.56217942541609,-0.000222677551618025,0.999822329020995,NA,"NO"
"MAGI1-IT1",28.6597213547129,-1.31581908427573,0.863467540912912,-1.52387787835611,0.127539220484941,0.296673049810045,"NO"
"MAGI1-AS1",9.41816676849118,0.359771593560742,1.85271828107875,0.194185806463389,0.846030396140457,0.911428401634278,"NO"
"LOC105377128",0,NA,NA,NA,NA,NA,"NO"
"SLC25A26",40.8128193922712,-0.544113260729163,0.734698609159389,-0.740593835275821,0.458939746991756,0.636616957828072,"NO"
"LOC107986095",0,NA,NA,NA,NA,NA,"NO"
"DPPA4P1",0,NA,NA,NA,NA,NA,"NO"
"LRIG1",265.876474655649,0.958986761588599,0.584436847618874,1.6408732021188,0.100823738812065,0.258698543355994,"NO"
"LOC105377141",0,NA,NA,NA,NA,NA,"NO"
"LOC107986036",0,NA,NA,NA,NA,NA,"NO"
"LOC105377142",0,NA,NA,NA,NA,NA,"NO"
"LOC105377143",0,NA,NA,NA,NA,NA,"NO"
"LOC105377144",0,NA,NA,NA,NA,NA,"NO"
"KBTBD8",431.034571940757,0.612658776030634,0.290763667069795,2.10706785412626,0.0351116983010573,0.140074282198867,"NO"
"MIR4272",0,NA,NA,NA,NA,NA,"NO"
"LOC112267879",13.8397313225809,1.07018153958886,1.36563087059491,0.783653593831439,0.433243399264978,0.612801732911672,"NO"
"SUCLG2",4759.65280354171,0.387287643458839,0.175697078628595,2.20429187828174,0.0275038237615916,0.123134375583975,"NO"
"NDUFB4P1",1.60784431171173,0.901990184179996,3.50297286131389,0.257492769681829,0.796798396145058,NA,"NO"
"LOC105377148",10.7534651202583,-3.63284632515164,1.76149411096344,-2.0623664323037,0.0391728626340671,0.149528806890653,"DOWN"
"SUCLG2-AS1",106.820355605154,0.895347044327808,0.351313391275205,2.5485707819957,0.0108165334335246,0.0738140862952353,"NO"
"TAFA1",0.207729945337415,0.293407873544801,7.40396953665451,0.039628454991912,0.968389341449078,NA,"NO"
"COPS8P2",0.222673256323702,4.04867767241308,7.40317356432597,0.546884067654802,0.584458382170923,NA,"NO"
"LOC107986019",0.0820074326193674,0.344169166667035,7.44926994783977,0.0462017310524291,0.963149462769559,NA,"NO"
"LOC105377146",0,NA,NA,NA,NA,NA,"NO"
"RPLP0P8",0,NA,NA,NA,NA,NA,"NO"
"PSMC1P1",64.0410586693876,0.0161458549651543,0.499428438162969,0.0323286655932991,0.974209949310167,0.985667913753706,"NO"
"TAFA4",0.543015269387081,1.0979821523723,7.27799676825301,0.150863237142636,0.880083601014924,NA,"NO"
"EOGT",557.957119893861,0.596022800030723,0.342848976628877,1.73844123990459,0.0821330953837206,0.227345246879214,"NO"
"TMF1",1325.02245490582,0.456213931513232,0.327481906183479,1.39309660442012,0.163590579797457,0.343160916861871,"NO"
"MIR3136",0.433546817282248,0.344199839560257,7.44926994761599,0.0462058486241879,0.963146180927517,NA,"NO"
"UBA3",1254.42930033684,0.497374841728863,0.220984356048134,2.25072421696912,0.024403009960918,0.114984316105822,"NO"
"ARL6IP5",1393.68775975587,0.0353510898796733,0.169608037523833,0.208428152319762,0.834894676608321,0.904789227233429,"NO"
"LMOD3",2.94562721045037,3.03500415300354,2.02559589551047,1.49832657132171,0.134048423752904,NA,"NO"
"FRMD4B",680.889081034037,1.01665883374631,0.315325403372507,3.224157720478,0.00126343792945272,0.0216424350511332,"UP"
"RBM43P1",0,NA,NA,NA,NA,NA,"NO"
"LOC642487",0.191641775827072,0.344146158974244,7.44926994778856,0.0461986424691737,0.963151924473849,NA,"NO"
"MITF",1246.74528267377,0.537165989542737,0.254969052556662,2.10678897754998,0.0351358753620018,0.140109611237284,"NO"
"SAMMSON",0,NA,NA,NA,NA,NA,"NO"
"RNPC3P1",0.109887752815003,2.16251480962706,7.42790587299055,0.291133846686241,0.770948954627195,NA,"NO"
"LOC105377151",0,NA,NA,NA,NA,NA,"NO"
"MDFIC2",0.155769139080981,1.26815494710926,7.42462203245994,0.170803973800279,0.864377904353298,NA,"NO"
"LOC105377152",0,NA,NA,NA,NA,NA,"NO"
"COX6CP6",0,NA,NA,NA,NA,NA,"NO"
"FOXP1",2661.35134055008,-0.278769483208858,0.312017583972836,-0.893441579988413,0.371620744096103,0.558369273650782,"NO"
"FOXP1-AS1",4.11226279379301,-1.3853788778208,2.89167778228802,-0.479091718415678,0.631873381047305,NA,"NO"
"MIR1284",0.114160934385974,2.2132822355668,7.42541628976919,0.29806843807751,0.765650930031633,NA,"NO"
"LOC105377155",0.34676513851135,3.8162099267053,7.37863363144011,0.517197372484325,0.605018386038129,NA,"NO"
"EIF4E3",125.518262230356,-0.230834437782583,0.404290179599083,-0.570962267773833,0.568025220353491,0.722945091784748,"NO"
"GPR27",0.103316505717114,0.344287314324728,7.44926994773893,0.0462175913532612,0.963136821584171,NA,"NO"
"PROK2",0.114160934385974,2.2132822355668,7.42541628976919,0.29806843807751,0.765650930031633,NA,"NO"
"LOC105377156",0,NA,NA,NA,NA,NA,"NO"
"LOC105377157",0.191641775827072,0.344146158974244,7.44926994778856,0.0461986424691737,0.963151924473849,NA,"NO"
"LINC00877",0,NA,NA,NA,NA,NA,"NO"
"CCDC137P",0,NA,NA,NA,NA,NA,"NO"
"LINC00870",3.54381602190483,1.84122719674916,2.32320049704198,0.792539085237588,0.428046411155017,NA,"NO"
"LOC105377158",0.0975482629975049,-1.52089153421124,7.42559827886499,-0.204817373239817,0.837714812873985,NA,"NO"
"LOC105377159",0.214183145916582,-2.58882441000855,7.38951317790749,-0.350337613274496,0.726085340378314,NA,"NO"
"RYBP",202.343609455481,1.03987023853605,0.64611610515014,1.60941699215873,0.107525192209997,0.268524882338022,"NO"
"LOC105377160",0,NA,NA,NA,NA,NA,"NO"
"LOC105377161",0,NA,NA,NA,NA,NA,"NO"
"LOC102724817",0,NA,NA,NA,NA,NA,"NO"
"LOC105377162",0,NA,NA,NA,NA,NA,"NO"
"SHQ1",791.576934290388,0.68024483588526,0.257086165288911,2.64597993875247,0.00814546469779892,0.0632669998559336,"NO"
"LOC107986097",1.53121995765722,-1.34632723744255,3.84942887345436,-0.34974726945257,0.726528375432247,NA,"NO"
"LOC107986033",4.16237133664282,-2.04786713480703,2.65673526453474,-0.770820925270347,0.440813082356778,NA,"NO"
"GXYLT2",12.4108189905852,-0.932082588192351,0.905365327017349,-1.02950992309703,0.303240119229874,0.49481510477925,"NO"
"PSMD12P1",0.214183145916582,-2.58882441000855,7.38951317790749,-0.350337613274496,0.726085340378314,NA,"NO"
"LAPTM4BP2",0,NA,NA,NA,NA,NA,"NO"
"FTH1P23",0.956428648031738,-1.32907977809124,4.42562112139395,-0.300314857877534,0.763937001052238,NA,"NO"
"PPP4R2",3756.80435890675,0.358160055555132,0.193138842010992,1.85441753624446,0.0636794478781385,0.198395923550029,"NO"
"RNU7-19P",1.13119080927783,3.75873259733444,4.11854498753221,0.912636042270509,0.361433991795381,NA,"NO"
"EBLN2",26.3042802129299,-0.313603850470193,0.9692334934729,-0.323558618828273,0.746272221311121,0.847386914771726,"NO"
"LOC107986098",0,NA,NA,NA,NA,NA,"NO"
"RNU2-64P",0,NA,NA,NA,NA,NA,"NO"
"CCDC75P1",0,NA,NA,NA,NA,NA,"NO"
"PDZRN3",230.301337715601,0.351337326566863,0.393522123595464,0.892801968430201,0.371963232035595,0.558716246199778,"NO"
"LOC101927296",3.08541428994359,-3.10127940660104,3.41213858880733,-0.908896085514821,0.36340498027877,NA,"NO"
"PDZRN3-AS1",8.96159679124811,-0.946070787249917,1.39984953229978,-0.675837484972861,0.499143832384135,0.668859786693803,"NO"
"LOC111501764",0,NA,NA,NA,NA,NA,"NO"
"LOC105377164",0,NA,NA,NA,NA,NA,"NO"
"LINC02005",1.13947998529639,-3.27845944291746,3.94690727357145,-0.830640097594913,0.406176975684092,NA,"NO"
