"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","difflabel"
"PDCD5P1",2.34876897544895,2.85207678705803,2.32575935095896,1.22629918090281,0.220086109488135,NA,"NO",NA
"EEF1A1P4",14.6195512658072,2.48653079725465,0.850226235041695,2.9245519542604,0.00344952491600053,0.046253977887461,"UP",NA
"RPL34P25",2.4775567792891,0.817837031124301,2.25519371276829,0.362646023041804,0.716869325865706,NA,"NO",NA
"LOC101928387",14.9938797035651,1.36057240285809,0.842905300751007,1.614146217429,0.106495714532851,0.310538772733801,"NO",NA
"LOC105369682",0,NA,NA,NA,NA,NA,"NO",NA
"TCP1P3",1.24486001560419,1.79600447184305,2.70138569750238,0.664845628487477,0.50614923499615,NA,"NO",NA
"LINC02398",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369685",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02468",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369686",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369687",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369688",0,NA,NA,NA,NA,NA,"NO",NA
"PDE3A",41.7997232961006,-1.4710780945314,0.632684677281147,-2.3251362761828,0.0200646744438149,0.123811760781567,"DOWN",NA
"UBE2L2",0.435159514922547,2.59751009000761,4.02443146230147,0.645435290509871,0.518645139933324,NA,"NO",NA
"LOC728688",111.529846777756,0.602617309584033,0.334522118189289,1.80142739991573,0.0716355407013267,0.250241128458754,"NO",NA
"SLCO1C1",1.08789878730637,3.8792099125393,3.67698538988473,1.05499736909776,0.291426527993302,NA,"NO",NA
"SLCO1B3",35.5582823622771,0.0260433999314765,0.561576469328541,0.0463755184803518,0.963010948936065,0.983329151066103,"NO",NA
"SLCO1B3-SLCO1B7",2.36863761625532,0.97373187937808,2.63561384428317,0.369451648423449,0.711791106745642,NA,"NO",NA
"SLCO1B7",0.933870697689639,-2.0437062023148,2.98572881841377,-0.684491568594821,0.49366481166959,NA,"NO",NA
"SLCO1B1",32.8579287292164,-0.556507196277442,0.502734438820048,-1.10696056069603,0.268310980353553,0.513499095114424,"NO",NA
"SLCO1A2",17.4332409326866,-0.486519119368222,0.695025890346875,-0.700001433220579,0.483926409389069,0.704530840937984,"NO",NA
"IAPP",0.263977675748233,1.59888307817134,4.06328542880248,0.393495142339178,0.693953811093511,NA,"NO",NA
"PYROXD1",421.806456548148,-0.248751966317015,0.215401662997462,-1.15482843936978,0.248160688526014,0.491626999752021,"NO",NA
"ELOCP31",0.140872574592591,-0.466596581223352,4.0804728567969,-0.114348654579612,0.908961414629601,NA,"NO",NA
"RECQL",673.344846452189,-1.11683089191779,0.413587938239152,-2.70034686377143,0.00692672170089766,0.0700057139670529,"DOWN",NA
"GOLT1B",1487.28954436853,-0.522597135480764,0.214014364147326,-2.44187878492591,0.0146110515554858,0.104719821638326,"NO",NA
"SPX",19.0864673859824,-0.18407174190075,0.684003213359396,-0.269109469525303,0.787845443529429,0.898436641830536,"NO",NA
"GYS2",3.95685118091943,-2.09494140686885,1.64433880632629,-1.27403269861962,0.20265182802561,0.441293294410955,"NO",NA
"LDHB",41733.1250792098,-0.170739704261809,0.234121710547046,-0.729277536298796,0.46583191045559,0.690195086413754,"NO",NA
"LOC105369689",15.6202651114789,1.29295499720509,0.683662832572575,1.89121733053674,0.05859533882723,0.223879519263131,"NO",NA
"LOC102724261",1.27349046045421,4.0464930387256,3.01145228214078,1.34370152989741,0.179044922418697,NA,"NO",NA
"KCNJ8",4045.78948895556,-0.0901015686278198,0.190231802783783,-0.473640933373424,0.635755980513598,0.810011011387208,"NO",NA
"ABCC9",1398.55001735099,-0.656523676082473,0.398758937867485,-1.64641745610389,0.0996778416060769,0.299355893387249,"NO",NA
"THEM4P1",0,NA,NA,NA,NA,NA,"NO",NA
"CMAS",2561.34162739639,-0.525911491709206,0.218897597084083,-2.40254575068356,0.0162813978070936,0.110964789819683,"NO",NA
"LOC105369690",13.5936565868021,-0.31523806106886,0.744615944595391,-0.42335658181501,0.672035117813971,0.831786037814989,"NO",NA
"SULT6B2P",0.527955351496466,2.75070523409379,4.01287329660196,0.685470243085683,0.493047231863197,NA,"NO",NA
"ST8SIA1",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"LOC112268093",0.513022824922433,2.71391529895752,4.0155435609565,0.67585253596678,0.49913427542649,NA,"NO",NA
"LOC105369151",0,NA,NA,NA,NA,NA,"NO",NA
"C2CD5",1314.7489292828,-0.703138287564027,0.343140287456245,-2.04912775697807,0.0404496239402148,0.182013552125894,"NO",NA
"LRRC34P1",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369692",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369691",1.37326812073892,0.112799035655128,2.30243045761158,0.0489912888713868,0.960926238078623,NA,"NO",NA
"LOC112268094",0,NA,NA,NA,NA,NA,"NO",NA
"ETNK1",1559.7257536157,-0.225658630102811,0.277564129326373,-0.81299637186717,0.416220138324073,0.650096486279427,"NO",NA
"LOC107984516",0.513022824922433,2.71391529895752,4.0155435609565,0.67585253596678,0.49913427542649,NA,"NO",NA
"LOC101928441",0,NA,NA,NA,NA,NA,"NO",NA
"SOX5",19.5589805247051,0.877506924221826,0.668769858730321,1.31212092286545,0.189479337485692,0.425119585918202,"NO",NA
"LOC105369697",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"LOC105369696",0,NA,NA,NA,NA,NA,"NO",NA
"MIR920",0,NA,NA,NA,NA,NA,"NO",NA
"SOX5-AS1",1.39134694103672,4.1707053764381,2.98642861556754,1.39655284398804,0.162548079166094,NA,"NO",NA
"LINC00477",0,NA,NA,NA,NA,NA,"NO",NA
"KNOP1P1",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369698",2.61204189603896,-0.168811452640346,1.90221207849671,-0.0887448116583064,0.929284718453956,NA,"NO",NA
"RPL21P102",0,NA,NA,NA,NA,NA,"NO",NA
"RN7SL38P",0,NA,NA,NA,NA,NA,"NO",NA
"BCAT1",1668.85808366425,-0.248612433929799,0.223902885160342,-1.11035833125492,0.266844646406014,0.511631896147053,"NO",NA
"LOC105369699",1.62058698228521,-0.404930511792668,2.18604110785694,-0.185234628176612,0.853045009680521,NA,"NO",NA
"DAD1P1",1.03106889084252,1.38662067027698,2.89748164276426,0.478560640320094,0.632251224689994,NA,"NO",NA
"LOC107984475",0,NA,NA,NA,NA,NA,"NO",NA
"C12orf77",0,NA,NA,NA,NA,NA,"NO",NA
"LOC645177",0,NA,NA,NA,NA,NA,"NO",NA
"IRAG2",2.28572887855329,1.13784955486968,2.36621845437179,0.480872572338958,0.630607067327263,NA,"NO",NA
"CENPUP2",0,NA,NA,NA,NA,NA,"NO",NA
"CFAP94",3.54785846479116,0.4155075549559,1.50146019877868,0.276735643937737,0.781983100397489,0.895869197932011,"NO",NA
"ETFRF1",183.516770071494,-0.208724367455097,0.302715921324125,-0.689505746979232,0.490505057934383,0.709487252746522,"NO",NA
"KRAS",4316.45859536135,-0.369079896831059,0.309996987807472,-1.19059188104202,0.233813840451635,0.475644013613798,"NO",NA
"LOC105369701",0.108789878730637,1.38822421871832,4.0699551612266,0.341090789388435,0.733035234915089,NA,"NO",NA
"RNU4-67P",0,NA,NA,NA,NA,NA,"NO",NA
"RPL39P27",0,NA,NA,NA,NA,NA,"NO",NA
"LMNTD1",0,NA,NA,NA,NA,NA,"NO",NA
"TDGP1",17.0298818631987,-0.479384487063325,0.774865356164766,-0.618668112142815,0.536135021066094,0.743011889040517,"NO",NA
"MIR4302",0,NA,NA,NA,NA,NA,"NO",NA
"RASSF8-AS1",119.749768342779,0.746317622748391,0.443500414349126,1.68278900898813,0.0924159434827882,0.286779720992169,"NO",NA
"RASSF8",685.498096718665,-0.298158302229617,0.326427955601868,-0.913396959766737,0.361033803964211,0.601670682867313,"NO",NA
"LOC107984501",7.59666511307459,1.02948987098329,1.31914908305542,0.780419654008156,0.43514390303089,0.666895873777449,"NO",NA
"BHLHE41",8.98186616015383,1.64596176241887,0.951241666553719,1.73032975771769,0.0835713757862831,0.271526893074511,"NO",NA
"SSPN",2.0223634429606,0.48406900563132,2.33676801859997,0.207153214088123,0.835890204468456,NA,"NO",NA
"LOC101928554",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369705",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369704",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984482",0,NA,NA,NA,NA,NA,"NO",NA
"ITPR2",355.399009283189,0.0880209178174959,0.422170040591531,0.208496362494515,0.834841422543602,0.924199160296219,"NO",NA
"LOC105369706",2.43677437132201,1.08721072071245,2.21752886292595,0.490280302046627,0.623935563795006,NA,"NO",NA
"INTS13",2007.97098152943,-0.505824561730154,0.20146282343845,-2.51075882436787,0.0120471971494535,0.0943625404683249,"NO",NA
"FGFR1OP2",1093.98894557107,-0.0359365748603122,0.227733537370507,-0.157800977735861,0.874613628189471,0.945127788167123,"NO",NA
"TM7SF3",2202.4933950304,-0.574540931483182,0.210930362418153,-2.72384176889717,0.00645274133431408,0.0668074246765773,"NO",NA
"MED21",870.12099716333,-0.44156840068906,0.244195984577221,-1.8082541424813,0.0705669554744232,0.248697260328672,"NO",NA
"C12orf71",2.34593402858603,4.91789508926942,2.50875588170713,1.96029240036019,0.0499616237820117,NA,"UP",NA
"STK38L",544.83377254744,-0.474748481375997,0.339675520922191,-1.39765291324819,0.162217320537966,0.389833351925289,"NO",NA
"ARNTL2",2034.18160822855,-0.569825335218255,0.288489277542683,-1.97520455551055,0.0482449391626749,0.201221819162712,"NO",NA
"ARNTL2-AS1",3.28226920312218,2.82927462667344,1.72381673324151,1.6412850462086,0.100738258748989,0.301146268745029,"NO",NA
"SMCO2",1.69265593322004,4.44997631485291,2.8245994105495,1.57543625415797,0.115155781624221,NA,"NO",NA
"RARS1P1",0,NA,NA,NA,NA,NA,"NO",NA
"PPFIBP1",1652.33756349686,-0.309189667781344,0.279699585094869,-1.1054348460205,0.268971211640596,0.514197832527883,"NO",NA
"LOC100506578",14.2378034010057,4.30024973342974,1.01656397428222,4.23018112211392,2.33503228127402e-05,0.00163324429454805,"UP",NA
"LOC107984461",2.02551455431295,0.322854433143684,2.10678691977369,0.153244939065012,0.878205119925425,NA,"NO",NA
"REP15",10.3224043077658,0.405318134925017,0.802528339397398,0.505051491676122,0.613522670561421,0.796369660069895,"NO",NA
"MRPS35",5288.15714112609,-0.307556577539563,0.189422445999646,-1.62365434527299,0.104449599912494,0.307350926197291,"NO",NA
"MANSC4",2.12407247537149,-0.559741378776421,2.09136201271749,-0.267644422808034,0.78897303351906,NA,"NO",NA
"KLHL42",875.520685673798,0.135136203895413,0.192021498658048,0.703755594242411,0.481584992027584,0.702670450872375,"NO",NA
"LOC105369709",0,NA,NA,NA,NA,NA,"NO",NA
"PTHLH",0.435159514922547,2.59751009000761,4.02443146230147,0.645435290509871,0.518645139933324,NA,"NO",NA
"LOC105369710",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984462",0,NA,NA,NA,NA,NA,"NO",NA
"LOC100129646",0,NA,NA,NA,NA,NA,"NO",NA
"LOC729291",5.10288248232599,1.05889321824591,1.12015039067888,0.945313439210745,0.344498879280826,0.586942238059451,"NO",NA
"CCDC91",610.95161754611,0.305885342465065,0.293792267246821,1.04116199289917,0.297800371911916,0.543830523794809,"NO",NA
"RNA5SP355",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"RPL29P27",1.67656937606065,-1.27957251334094,2.10811885753474,-0.606973610035105,0.54386842570988,NA,"NO",NA
"LOC101928705",7.69912105818152,1.34820959899144,1.21403769189033,1.11051708525803,0.266776269950378,0.511631896147053,"NO",NA
"LOC105369711",0,NA,NA,NA,NA,NA,"NO",NA
"LOC101928735",5.20959413196816,3.04115419658562,1.45973285605267,2.08336353050882,0.0372180998688177,0.173661464141471,"UP",NA
"FAR2",117.189645811896,-1.04390503052139,0.358284179390494,-2.9136230137129,0.00357261049201874,0.0472475745301394,"DOWN",NA
"LOC100506606",2.13395607185269,2.84177139976115,2.06719767902982,1.37469746052291,0.169225258872317,NA,"NO",NA
"ERGIC2",2078.60965172697,-0.119188048712976,0.204230572474041,-0.58359552768783,0.559492469829943,0.759934314974547,"NO",NA
"OVCH1-AS1",0.140872574592591,-0.466596581223352,4.0804728567969,-0.114348654579612,0.908961414629601,NA,"NO",NA
"OVCH1",1.05591070299293,3.76882480927975,3.77210623246702,0.999130081979394,0.317731680363455,NA,"NO",NA
"TMTC1",0.730602582383706,3.25966308648444,3.6493723521207,0.893211975092158,0.371743666374236,NA,"NO",NA
"LOC105369714",0,NA,NA,NA,NA,NA,"NO",NA
"RPL21P99",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369715",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369716",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02386",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369718",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369719",0.963114866419014,3.67060095569289,3.27369688887765,1.12124032257345,0.262185580225863,NA,"NO",NA
"LOC105369720",1.4135203513223,1.2030179010132,2.33118024122059,0.516055292396999,0.605815791863671,NA,"NO",NA
"IPO8",2205.67084968662,-0.738547123532912,0.312483495430044,-2.36347562138127,0.0181044177599183,0.117022315807364,"NO",NA
"CAPRIN2",295.595107929467,-0.12827659353372,0.313981093343261,-0.408548782883182,0.682870823592937,0.83803828802941,"NO",NA
"LOC645485",0.108789878730637,1.38822421871832,4.0699551612266,0.341090789388435,0.733035234915089,NA,"NO",NA
"LINC00941",245.545247853942,-0.844802121823035,0.336938561383206,-2.50728832685383,0.0121661425883996,0.0948005303078771,"NO",NA
"LOC107984476",0,NA,NA,NA,NA,NA,"NO",NA
"TSPAN11",0.794767974107614,0.824286420128897,3.67188748271375,0.224485751268091,0.822379352859196,NA,"NO",NA
"DDX11-AS1",54.3052635588325,0.479111761519296,0.411938621825094,1.16306589412906,0.244802768448752,0.488204480470377,"NO",NA
"DDX11",1593.18788806462,0.051545432775788,0.189758331538181,0.271637257547328,0.785900948840176,0.897764301396077,"NO",NA
"OVOS2",0,NA,NA,NA,NA,NA,"NO",NA
"LOC101060058",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107987168",0,NA,NA,NA,NA,NA,"NO",NA
"RPL13AP22",0,NA,NA,NA,NA,NA,"NO",NA
"SINHCAF",20.6657903972428,-1.59574395359456,0.813917118444618,-1.96057303309212,0.049928850708494,0.205120348087522,"DOWN",NA
"FLJ13224",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02387",9.92801743717821,1.37507509605072,1.02718492037106,1.33868310250699,0.180673859470825,0.41371337151551,"NO",NA
"DENND5B",1471.38573588522,0.0516165506320826,0.222007891494418,0.23249872013392,0.816150681169397,0.914762723235949,"NO",NA
"MRPL30P2",3.33250920044878,5.44568580631475,1.89543408014681,2.87305470728528,0.00406523713589393,0.0510217876289503,"UP",NA
"DENND5B-AS1",0.249662453323227,0.426450220326854,4.06995493693001,0.104780084039095,0.916550313680082,NA,"NO",NA
"AK4P3",9.37168173232547,1.02261507798851,0.879590743902148,1.16260327325849,0.244990502132093,0.488239224075559,"NO",NA
"ETFBKMT",24.5496675338231,0.76960176747921,0.623609607634282,1.23410825949068,0.217162566205369,0.457742439063575,"NO",NA
"AMN1",83.2015125691923,-0.385205001228442,0.376771257567879,-1.02238425434839,0.306599069902364,0.552426863889489,"NO",NA
"STMN1P1",3.77493315018587,0.439741620530653,1.53732716471597,0.286042965104241,0.774845214312084,0.892529662957752,"NO",NA
"LOC105369722",4.3328613845764,0.392570825539179,1.63287838341741,0.240416450806078,0.810007426243528,0.911502103455887,"NO",NA
"LOC105369724",8.99696974906153,-0.248214793922561,0.866020937194294,-0.28661523441537,0.774406948254936,0.892287162996017,"NO",NA
"IFITM3P2",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984470",0,NA,NA,NA,NA,NA,"NO",NA
"H3-5",4.40189602241188,2.06714870045878,1.293901703069,1.5976087639082,0.110130074788303,0.316248559082682,"NO",NA
"LOC107984532",1.47843381522219,2.15318949819496,2.95406322142298,0.72889079779334,0.466068464228401,NA,"NO",NA
"LINC02422",0,NA,NA,NA,NA,NA,"NO",NA
"RPL12P32",0,NA,NA,NA,NA,NA,"NO",NA
"LOC100132543",0.32636963619191,2.25668712309489,4.04702523065544,0.557616272317977,0.577106442424681,NA,"NO",NA
"LOC105369725",5.39268785276279,0.785862704415489,1.37742132743587,0.570531825493372,0.568317042866653,0.765841381418886,"NO",NA
"RESF1",1475.6586471665,0.0990908279296611,0.333122431778155,0.297460688554445,0.766114816385023,0.887648295509278,"NO",NA
"LOC102724618",0.839392461114343,3.46882479658282,3.45125560013228,1.00509066800207,0.314853193233665,NA,"NO",NA
"LOC107984473",0,NA,NA,NA,NA,NA,"NO",NA
"BICD1",293.12216656256,-0.578520466440745,0.307229373621713,-1.88302459371306,0.0596970350975958,0.226194874979325,"NO",NA
"FGD4",773.03511221211,0.0452410661236255,0.330380073760693,0.136936424792965,0.89108104719805,0.952470752296322,"NO",NA
"DNM1L",2496.51405034048,-0.459311721686203,0.287419911310496,-1.59805115655336,0.110031592551556,0.316013108234762,"NO",NA
"YARS2",1908.09288759374,-0.228803216811267,0.215962025163871,-1.059460415032,0.289390147919906,0.534213172416761,"NO",NA
"LOC100420981",12.979018784794,1.80488252852093,0.906819891824769,1.99034289476051,0.0465531758514002,0.196734645025818,"UP",NA
"PKP2",6174.3523289576,-0.71040970565665,0.346393270159728,-2.05087617703735,0.040279006670577,0.181720141911866,"NO",NA
"RPL35AP27",6.26798277503465,3.40214383423818,1.28825615696273,2.64089080098733,0.00826883661731668,0.0774446913509871,"UP",NA
"ASS1P14",0,NA,NA,NA,NA,NA,"NO",NA
"SYT10",0,NA,NA,NA,NA,NA,"NO",NA
"ST13P9",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369726",0,NA,NA,NA,NA,NA,"NO",NA
"ALG10",700.657134286544,-0.142200910493971,0.271045148831829,-0.524639201649021,0.599834029625193,0.786632133786725,"NO",NA
"AK6P1",0,NA,NA,NA,NA,NA,"NO",NA
"AK6P2",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984469",0,NA,NA,NA,NA,NA,"NO",NA
"TUBB8P5",0,NA,NA,NA,NA,NA,"NO",NA
"NF1P12",0,NA,NA,NA,NA,NA,"NO",NA
"ALG10B",59.1846254827193,-0.333485184307925,0.392783857440777,-0.849029760237045,0.395864732634412,0.633346698395704,"NO",NA
"CPNE8",618.022893746694,-0.553224237146393,0.324053942383529,-1.70719798400611,0.0877852596233956,0.278560083468996,"NO",NA
"CPNE8-AS1",36.3086813673689,0.731564999175513,0.556298365414875,1.31505868910819,0.188490178958437,0.423755859228743,"NO",NA
"LOC107984484",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02406",0,NA,NA,NA,NA,NA,"NO",NA
"KIF21A",3274.3105613869,0.925701660411028,0.296350709075311,3.12366946345244,0.00178610978853592,0.0306178838079524,"NO",NA
"LOC101927019",6.41718018199085,5.3966146068829,1.58545343257014,3.40383040966053,0.00066447994898686,0.0171396476747418,"UP",NA
"LOC390306",0,NA,NA,NA,NA,NA,"NO",NA
"ABCD2",0,NA,NA,NA,NA,NA,"NO",NA
"C12orf40",0.503113539346057,0.00955830525065985,4.00812406292002,0.0023847328826684,0.998097260254745,NA,"NO",NA
"SLC2A13",31.771517770688,-0.780982649897945,0.587012797690766,-1.33043547426944,0.18337483303305,0.417411214246081,"NO",NA
"RPL30P13",0,NA,NA,NA,NA,NA,"NO",NA
"LOC112268095",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02555",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02471",0,NA,NA,NA,NA,NA,"NO",NA
"LRRK2-DT",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369735",0,NA,NA,NA,NA,NA,"NO",NA
"LRRK2",0.527955351496466,2.75070523409379,4.01287329660196,0.685470243085683,0.493047231863197,NA,"NO",NA
"LOC105369736",0,NA,NA,NA,NA,NA,"NO",NA
"MUC19",3.91326721793654,5.66425454708092,2.26857754607251,2.49683091366535,0.0125308691207159,0.0964474324090443,"UP",NA
"CNTN1",0.26159052058864,-1.29513245740309,4.0439757251261,-0.320262174017552,0.748769594980649,NA,"NO",NA
"LOC100420117",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984496",0,NA,NA,NA,NA,NA,"NO",NA
"PDZRN4",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984499",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107984498",0.142766890942392,-0.466596581223352,4.0804728567969,-0.114348654579612,0.908961414629601,NA,"NO",NA
"LINC02400",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105378247",0.142766890942392,-0.466596581223352,4.0804728567969,-0.114348654579612,0.908961414629601,NA,"NO",NA
"LOC101929308",1.56893352791537,4.33452170305641,2.84540530431208,1.52334069824346,0.127673490052194,NA,"NO",NA
"GXYLT1",1625.67200286736,-0.361569440287132,0.243886654639692,-1.48253064859699,0.138199154803695,0.357104209446586,"NO",NA
"YAF2",864.103429784002,0.968408193846664,0.342265008421759,2.82941045686252,0.00466338476367412,0.0554427847368576,"NO",NA
"LOC727884",0.784858688531238,-0.964296729404131,3.16329652602893,-0.304839183260088,0.760488637019515,NA,"NO",NA
"ZCRB1",2582.58970265961,1.28776183958741,0.464147331661497,2.77446782894913,0.00552921024344774,0.0609708367754177,"UP",NA
"MIR7851",0,NA,NA,NA,NA,NA,"NO",NA
"PPHLN1",1969.73906343585,-0.44619646980175,0.192001507435034,-2.32392170125397,0.020129690928616,0.123967071544642,"NO",NA
"LOC100132797",8.79750193476472,2.8486537726888,1.04104364254979,2.73634423789545,0.00621259986679737,0.0655641390127597,"UP",NA
"PRICKLE1",11.9803969607253,-0.244938421547577,0.814890928670322,-0.300578166880872,0.763736182283861,0.886070823504461,"NO",NA
"LINC02402",0,NA,NA,NA,NA,NA,"NO",NA
"LOC390308",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02451",1.2900233255931,4.05357874759517,3.06636640961073,1.32194858869125,0.186185271112245,NA,"NO",NA
"RPS27P21",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02450",0.285533781884784,-1.40488920766871,4.03408420276199,-0.348254805069967,0.727648832172071,NA,"NO",NA
"LINC02461",0,NA,NA,NA,NA,NA,"NO",NA
"ADAMTS20",0,NA,NA,NA,NA,NA,"NO",NA
"RPL21P101",0,NA,NA,NA,NA,NA,"NO",NA
"LOC400026",0,NA,NA,NA,NA,NA,"NO",NA
"EEF1A1P17",0,NA,NA,NA,NA,NA,"NO",NA
"PUS7L",2691.89849588072,-0.466465224466391,0.287129075384162,-1.62458373065245,0.104251286064444,0.30714464218679,"NO",NA
"IRAK4",288.399922718914,-0.246075267325443,0.24229070166412,-1.01561993768366,0.309810406804286,0.555566041538821,"NO",NA
"TWF1",5574.46941121349,-0.934747335486577,0.311635730447274,-2.99948704259613,0.00270434626216155,0.0399297350649662,"NO",NA
"TMEM117",607.312284530735,-0.45481218758468,0.245922607126713,-1.84941186537737,0.0643983634141171,0.235499836854563,"NO",NA
"ZNF75BP",31.2633546919883,3.23871949840598,0.650983804992775,4.97511531556752,6.52088093654038e-07,0.000110595294821944,"UP",NA
"LOC100294713",3.47597911646068,2.51674745355934,1.80513014857361,1.39421938941524,0.163251364544191,0.391137942428982,"NO",NA
"NELL2",11.4333945204984,-0.156005676316315,0.872005135864988,-0.178904538402247,0.858012659152427,0.937027058897321,"NO",NA
"DBX2",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369742",0,NA,NA,NA,NA,NA,"NO",NA
"RACGAP1P1",0,NA,NA,NA,NA,NA,"NO",NA
"PLEKHA8P1",269.306612470427,0.199106098484433,0.23775314839337,0.837448840656382,0.402340322185705,0.638368430721834,"NO",NA
"ANO6",7314.32291833055,-0.60328270398488,0.368575738197769,-1.63679439925905,0.101673436402647,0.302828733894712,"NO",NA
"LOC105369743",7.55730616443344,2.21859171210585,1.21029389688695,1.83310162747443,0.066787459148564,0.240281894984462,"NO",NA
"LOC105369744",0,NA,NA,NA,NA,NA,"NO",NA
"LINC00938",159.865021468814,0.270626627086892,0.319727016679264,0.846430276357824,0.397312754498717,0.63451768167938,"NO",NA
"ARID2",1630.39306144712,0.408314056860355,0.295711830044946,1.38078363925547,0.167345495428734,0.39627243345927,"NO",NA
"LOC105369745",1.64983115101459,3.3802954750017,2.4981781145246,1.35310427040746,0.176022321593292,NA,"NO",NA
"SCAF11",4853.56998632731,-0.146181154115408,0.275396087114133,-0.530803308235916,0.595555087325699,0.784077299484579,"NO",NA
"SLC38A1",10545.6597858366,-0.591646186044489,0.311960719290224,-1.8965406522674,0.0578885897735677,0.222751351093291,"NO",NA
"LOC105378248",4.11405450360027,0.0315363547135105,1.27465082444007,0.0247411715497567,0.980261414973582,0.991854179714308,"NO",NA
"SLC38A2",5460.64587701617,-0.501638490848243,0.30112135140052,-1.66590143314353,0.0957330481415842,0.292458621961583,"NO",NA
"LOC102723757",0.108789878730637,1.38822421871832,4.0699551612266,0.341090789388435,0.733035234915089,NA,"NO",NA
"LOC100288798",36.595550321766,-0.170525033115912,0.4985485833931,-0.342042959896357,0.732318562557837,0.86828045356477,"NO",NA
"SLC38A4",24.2026850197646,-1.53571822327374,0.836983540911977,-1.83482487791865,0.0665316412357805,0.23983765026651,"NO",NA
"LOC107984466",0,NA,NA,NA,NA,NA,"NO",NA
"AMIGO2",0.760915427235095,-0.909548942109421,3.19141322494488,-0.284998800844767,0.775645060633553,NA,"NO",NA
"PCED1B",89.6795855451944,0.233552351495461,0.379021845120912,0.616197600486471,0.537764111920973,0.744133516604004,"NO",NA
"IFITM3P6",0,NA,NA,NA,NA,NA,"NO",NA
"MIR4698",0,NA,NA,NA,NA,NA,"NO",NA
"PCED1B-AS1",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105369746",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"LOC105369747",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02416",0,NA,NA,NA,NA,NA,"NO",NA
"MIR4494",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02156",0,NA,NA,NA,NA,NA,"NO",NA
"RPAP3",1849.52614310284,-0.220217165770496,0.189567436115218,-1.1616824613097,0.245364472465417,0.488511335424861,"NO",NA
"LOC105369748",10.3170348021231,0.143389395618974,0.807694310791882,0.177529287631594,0.859092662380575,0.937561122631041,"NO",NA
"ENDOU",0.513022824922433,2.71391529895752,4.0155435609565,0.67585253596678,0.49913427542649,NA,"NO",NA
"RAPGEF3",39.5107810053545,0.946740726422356,0.54009356455143,1.75291984308064,0.0796157670091297,0.264443011218366,"NO",NA
"SLC48A1",658.646329444165,-0.00265301028256266,0.240389817250117,-0.0110362839529193,0.991194498176739,0.995349361150495,"NO",NA
"HDAC7",2108.02697616649,0.00533075691568911,0.182278502596731,0.029245121282803,0.976669095028571,0.990258343361685,"NO",NA
"LINC02354",0.963114866419014,3.67060095569289,3.27369688887765,1.12124032257345,0.262185580225863,NA,"NO",NA
"VDR",612.06437477209,-0.213364501972393,0.213950206398733,-0.997262426448665,0.318637146575296,0.563815059931266,"NO",NA
"TMEM106C",5332.29493652563,-0.134509365703061,0.222397009071544,-0.604816432849551,0.545300973663625,0.750175375799538,"NO",NA
"COL2A1",14.859726809588,0.550481781819267,0.869298483516938,0.633248294178741,0.526571512771535,0.736193685604499,"NO",NA
