"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpressed","difflabel"
"PAICS",8500.64883684175,-0.311246246407165,0.193641295586786,-1.60733404237977,0.107981110389711,0.312803919942188,"NO",NA
"SRP72",5330.20207091461,0.236740468739612,0.228678580651898,1.0352542335392,0.30055019712299,0.546579584704395,"NO",NA
"ARL 9.00",12.7782697195066,1.17374453848897,0.959846236541195,1.2228464245675,0.221387707137218,0.461941078111089,"NO",NA
"LOC105377665",0,NA,NA,NA,NA,NA,"NO",NA
"THEGL",0,NA,NA,NA,NA,NA,"NO",NA
"GLDCP1",5.20283175160227,-0.74066642352447,1.09384376254371,-0.677122683226779,0.498328118038894,0.715122304920659,"NO",NA
"HOPX",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377666",0,NA,NA,NA,NA,NA,"NO",NA
"CHAER1",0,NA,NA,NA,NA,NA,"NO",NA
"RPL17P20",0,NA,NA,NA,NA,NA,"NO",NA
"LOC285453",0,NA,NA,NA,NA,NA,"NO",NA
"RN7SL492P",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377668",0,NA,NA,NA,NA,NA,"NO",NA
"RN7SL357P",0,NA,NA,NA,NA,NA,"NO",NA
"SPINK2",0.527955351496466,2.75070523409379,4.01287329660196,0.685470243085683,0.493047231863197,NA,"NO",NA
"REST",1298.02060061531,0.0385242381415511,0.252490416665447,0.152577031042712,0.878731839461579,0.947128716229748,"NO",NA
"NOA1",1057.54090428505,-0.439620968264732,0.259285154815054,-1.69551152505553,0.0899784258057853,0.282644950178813,"NO",NA
"POLR2B",2340.104076968,-1.12407784364715,0.378499979516968,-2.9698227330994,0.00297971637990968,0.0424850724587351,"DOWN",NA
"IGFBP7",101.926853807979,-0.429052777585614,0.350612602476217,-1.22372320491451,0.2210566628066,0.461699100118624,"NO",NA
"UBE2CP3",2.01823875281721,2.70121519584942,2.39391615275913,1.12836666929045,0.259165098056227,NA,"NO",NA
"IGFBP7-AS1",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107986283",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02380",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377670",0,NA,NA,NA,NA,NA,"NO",NA
"SRIP1",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02494",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107986228",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377672",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377246",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02429",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02619",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02496",0,NA,NA,NA,NA,NA,"NO",NA
"MIR548AG1",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02271",0,NA,NA,NA,NA,NA,"NO",NA
"ADGRL3",0.760915427235095,-0.909548942109421,3.19141322494488,-0.284998800844767,0.775645060633553,NA,"NO",NA
"RPS12P9",0,NA,NA,NA,NA,NA,"NO",NA
"ADGRL3-AS1",0,NA,NA,NA,NA,NA,"NO",NA
"RPS15AP17",6.76312830783875,3.47870404054469,1.6072380753744,2.16439872464715,0.0304337616322927,0.155346259112512,"UP",NA
"LOC101927145",0.285533781884784,-1.40488920766871,4.03408420276199,-0.348254805069967,0.727648832172071,NA,"NO",NA
"LOC100131441",0,NA,NA,NA,NA,NA,"NO",NA
"HMGN1P11",0,NA,NA,NA,NA,NA,"NO",NA
"EXOC5P1",1.35205049283588,-3.65674031372766,2.54205003018328,-1.43850052922208,0.150292087414383,NA,"NO",NA
"LARP1BP1",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377253",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377254",0,NA,NA,NA,NA,NA,"NO",NA
"TECRL",0,NA,NA,NA,NA,NA,"NO",NA
"DPP3P1",0,NA,NA,NA,NA,NA,"NO",NA
"RPS6P5",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107986284",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377255",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02232",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"LOC112268475",0,NA,NA,NA,NA,NA,"NO",NA
"LINC02835",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"EPHA5",0.513022824922433,2.71391529895752,4.0155435609565,0.67585253596678,0.49913427542649,NA,"NO",NA
"RPL6P10",64.9258888833072,-0.0307449456267096,0.441198685895514,-0.0696850344517814,0.944444353600064,0.975020256234929,"NO",NA
"EPHA5-AS1",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377258",0.435159514922547,2.59751009000761,4.02443146230147,0.645435290509871,0.518645139933324,NA,"NO",NA
"LOC105377259",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377260",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377261",6.6596890819511,1.434837230225,1.15109266133826,1.24650019795701,0.212580816579828,0.452477937555799,"NO",NA
"MIR1269A",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377262",0.13079526029432,-0.466596581223352,4.0804728567969,-0.114348654579612,0.908961414629601,NA,"NO",NA
"LOC101927237",1.34144448487772,1.86027209103197,3.10105407560491,0.599883796179559,0.548583682143662,NA,"NO",NA
"RNU1-63P",0,NA,NA,NA,NA,NA,"NO",NA
"CENPC",228.924871384613,-0.099005179674547,0.334189134778211,-0.29625493282495,0.767035400266929,0.888177961821986,"NO",NA
"STAP1",0.108789878730637,1.38822421871832,4.0699551612266,0.341090789388435,0.733035234915089,NA,"NO",NA
"UBA6",1622.49903523311,-0.433408602216061,0.338666253343927,-1.27975137155434,0.200632591169856,0.439130563023475,"NO",NA
"LOC107986207",1.67701507121812,1.69609483875733,2.18000499908253,0.778023371263436,0.43655523532932,NA,"NO",NA
"UBA6-AS1",84.0850825126686,0.0549391521086359,0.373572569324404,0.147064202834785,0.883081344605886,0.949201007816702,"NO",NA
"ST3GAL1P1",6.25722301932224,0.347653567282462,1.04189111700378,0.333675526750076,0.738624418985861,0.871554930246601,"NO",NA
"GNRHR",5.98971050196311,1.71027972216387,1.32440288950838,1.29135909904178,0.196579186371358,0.434269398229597,"NO",NA
"LOC102724780",1.02550682686269,3.7878017362844,3.23667918042271,1.17027407572403,0.241890691030857,NA,"NO",NA
"TMPRSS11D",0.32636963619191,2.25668712309489,4.04702523065544,0.557616272317977,0.577106442424681,NA,"NO",NA
"TMPRSS11A",0.256511412461216,1.59888307817134,4.06328542880248,0.393495142339178,0.693953811093511,NA,"NO",NA
"TMPRSS11GP",0,NA,NA,NA,NA,NA,"NO",NA
"GCOM2",1.13076922944033,-3.39464553754172,3.14441333408768,-1.07957993331899,0.280329281242558,NA,"NO",NA
"TMPRSS11F",0,NA,NA,NA,NA,NA,"NO",NA
"LOC550113",0,NA,NA,NA,NA,NA,"NO",NA
"SYT14P1",0,NA,NA,NA,NA,NA,"NO",NA
"FTLP10",0,NA,NA,NA,NA,NA,"NO",NA
"TMPRSS11BNL",0,NA,NA,NA,NA,NA,"NO",NA
"TMPRSS11B",0,NA,NA,NA,NA,NA,"NO",NA
"APOOP4",0.706827349809458,0.794004356376145,3.30816425733047,0.24001358294611,0.810319726670382,NA,"NO",NA
"YTHDC1",6.84330610816827,-1.58514947525455,1.14290186855595,-1.38695151251906,0.165456548576519,0.394033877149672,"NO",NA
"MT2P1",0,NA,NA,NA,NA,NA,"NO",NA
"TMPRSS11E",0.281745149185181,-1.38809020065649,4.03555136770355,-0.343965439708029,0.730872277134878,NA,"NO",NA
"UGT2B29P",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B17",4.65074650365294,-2.46783134114512,1.54238895010278,-1.60000584870675,0.109597285918318,0.315217194232297,"NO",NA
"LOC100422402",0,NA,NA,NA,NA,NA,"NO",NA
"LOC100132651",0,NA,NA,NA,NA,NA,"NO",NA
"LOC728807",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B15",4.2610118347732,-0.335984232799178,1.38131034644791,-0.243235876472781,0.8078226758433,0.910219388708145,"NO",NA
"LOC728811",0,NA,NA,NA,NA,NA,"NO",NA
"LOC100422026",0.543335669773821,-2.34078113933289,3.97383115447801,-0.589048967693337,0.555828425489675,NA,"NO",NA
"UGT2B10",0,NA,NA,NA,NA,NA,"NO",NA
"LOC101930041",0,NA,NA,NA,NA,NA,"NO",NA
"LOC100174950",0,NA,NA,NA,NA,NA,"NO",NA
"LOC101927264",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2A3",2.08910978554015,-1.6710070418832,1.96831351589649,-0.848953699899843,0.395907056118199,NA,"NO",NA
"LOC642381",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B27P",0.422617723777772,-1.97416584924328,3.9930228412596,-0.494403845839392,0.621020998478165,NA,"NO",NA
"UGT2B26P",3.21387306381086,-0.0922585599056529,2.09953178915276,-0.0439424448738082,0.964950281842227,0.984346131929492,"NO",NA
"LOC105377265",3.77547197316805,0.388209489304814,1.43198544233818,0.271098768064944,0.786315069053516,0.897901564150185,"NO",NA
"UGT2B7",220.26785445969,-0.157191255789592,0.36762101352123,-0.427590507637056,0.668949278078004,0.830273916374875,"NO",NA
"LOC100127903",0,NA,NA,NA,NA,NA,"NO",NA
"LOC101060162",0,NA,NA,NA,NA,NA,"NO",NA
"LOC642474",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377267",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B11",0.26159052058864,-1.29513245740309,4.0439757251261,-0.320262174017552,0.748769594980649,NA,"NO",NA
"LOC100533845",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B28",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"LOC100422022",0,NA,NA,NA,NA,NA,"NO",NA
"LOC642496",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B25P",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B24P",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2B4",1.31272691326239,-0.644402020770666,3.12287563546029,-0.206348921953047,0.836518366518566,NA,"NO",NA
"UGT2A2",0,NA,NA,NA,NA,NA,"NO",NA
"UGT2A1",0,NA,NA,NA,NA,NA,"NO",NA
"SULT1B1",51.879512040756,-1.01845136767592,0.541053437791431,-1.88234894474235,0.0597886530855383,0.226407732935061,"NO",NA
"SULT1E1",57.2930091168444,-0.314337643552743,0.381658585183407,-0.823609518443525,0.410161465819335,0.645471347168691,"NO",NA
"CSN1S1",0,NA,NA,NA,NA,NA,"NO",NA
"CSN2",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377269",0,NA,NA,NA,NA,NA,"NO",NA
"STATH",0,NA,NA,NA,NA,NA,"NO",NA
"HTN3",0,NA,NA,NA,NA,NA,"NO",NA
"HTN1",0,NA,NA,NA,NA,NA,"NO",NA
"CSN1S2AP",0,NA,NA,NA,NA,NA,"NO",NA
"CSN1S2BP",0,NA,NA,NA,NA,NA,"NO",NA
"PRR27",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377270",0,NA,NA,NA,NA,NA,"NO",NA
"ODAM",11.1796702205468,0.889560978006695,0.875480127275064,1.01608357550668,0.30958958966266,0.555446965538745,"NO",NA
"FDCSP",0,NA,NA,NA,NA,NA,"NO",NA
"CSN3",1.05591070299293,3.76882480927975,3.77210623246702,0.999130081979394,0.317731680363455,NA,"NO",NA
"CABS1",0,NA,NA,NA,NA,NA,"NO",NA
"SMR3A",0,NA,NA,NA,NA,NA,"NO",NA
"SMR3B",0,NA,NA,NA,NA,NA,"NO",NA
"OPRPN",0,NA,NA,NA,NA,NA,"NO",NA
"MUC7",0,NA,NA,NA,NA,NA,"NO",NA
"AMTN",0,NA,NA,NA,NA,NA,"NO",NA
"AMBN",0,NA,NA,NA,NA,NA,"NO",NA
"ENAM",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"JCHAIN",0,NA,NA,NA,NA,NA,"NO",NA
"LOC101927297",0,NA,NA,NA,NA,NA,"NO",NA
"UTP3",1115.0839245802,-0.109886557106992,0.214510767567085,-0.512265926569985,0.608464908708039,0.792217621158148,"NO",NA
"RUFY3",452.683105053343,0.175065771719685,0.217120581251061,0.806306664761793,0.420066048557715,0.652476497350288,"NO",NA
"GRSF1",3603.85591041004,-0.244427717411098,0.193791642223507,-1.2612913261202,0.207203905151734,0.447242126617072,"NO",NA
"RNU6-891P",0,NA,NA,NA,NA,NA,"NO",NA
"MOB1B",733.423777524502,-0.419568284420832,0.315634230373355,-1.32928638292664,0.183753505041474,0.417798748767995,"NO",NA
"DCK",877.200954119663,-1.0857721254533,0.334682457277735,-3.24418594952612,0.00117786824819608,0.0238359622846857,"DOWN",NA
"SLC4A4",338.220010092883,-0.706449158738333,0.357225223222323,-1.97760156006304,0.0479736731452952,0.200570559735947,"NO",NA
"LOC107986208",1.02604564984487,3.7305271304104,3.80850977578404,0.979524105236782,0.327321084121634,NA,"NO",NA
"LDHAL6EP",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107986285",12.3777691712608,0.345882526990828,0.897347575713174,0.38544989294247,0.69990412347166,0.849019718104587,"NO",NA
"LOC105377271",11.8095316517307,1.20314159333157,0.842356873485441,1.42830388307191,0.153204410667144,0.378160222000962,"NO",NA
"GC",0.281745149185181,-1.38809020065649,4.03555136770355,-0.343965439708029,0.730872277134878,NA,"NO",NA
"NPFFR2",0.435159514922547,2.59751009000761,4.02443146230147,0.645435290509871,0.518645139933324,NA,"NO",NA
"ADAMTS3",0.52318104117728,-2.29029094290787,3.97619876251887,-0.576000114606193,0.564615104128383,NA,"NO",NA
"HNRNPA1P67",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377273",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107986286",0,NA,NA,NA,NA,NA,"NO",NA
"RNU6ATAC5P",0,NA,NA,NA,NA,NA,"NO",NA
"COX18",455.936358674773,-0.269253866573696,0.211693892518361,-1.2719019116262,0.203407972571154,0.442437157453884,"NO",NA
"LOC112268467",3.1503598953555,1.82363460044235,1.76994814794501,1.03033221767523,0.302854080136716,0.548704712215934,"NO",NA
"ANKRD17",4510.79109847776,0.373385735580662,0.196161462247607,1.90346121660406,0.0569803897203718,0.220969075068985,"NO",NA
"HMGA1P2",23.1403113027203,1.61980753935271,0.665709961352387,2.43320309652883,0.0149659036905606,0.105955502116584,"UP",NA
"LOC102724832",1.69676789228372,3.35106393617918,2.55058200865562,1.31384285030125,0.188899094147505,NA,"NO",NA
"ALB",608.793156882058,-1.28114893694996,0.221632565677105,-5.78050853238082,7.44751606500864e-09,3.18784176031574e-06,"DOWN",NA
"AFP",3165.58927845734,-1.19277562362187,0.2007201926853,-5.94247946688635,2.8074283012902e-09,1.41590429984807e-06,"DOWN",NA
"AFM",4.24758310582025,0.958397503397627,1.47533882401656,0.649611796148915,0.515943011472951,0.728454973838155,"NO",NA
"LINC02499",0,NA,NA,NA,NA,NA,"NO",NA
"LOC107986287",0.108789878730637,1.38822421871832,4.0699551612266,0.341090789388435,0.733035234915089,NA,"NO",NA
"RASSF6",293.175498203058,0.139544242442292,0.277627591515235,0.502631030585571,0.615223708322163,0.797428113168974,"NO",NA
"LOC105377272",0,NA,NA,NA,NA,NA,"NO",NA
"CXCL8",16.112903192925,0.329263521463358,0.75234998875549,0.437646742054206,0.661642382023571,0.825491585930716,"NO",NA
"CXCL6",0,NA,NA,NA,NA,NA,"NO",NA
"PPBPP1",0,NA,NA,NA,NA,NA,"NO",NA
"PF4V1",0,NA,NA,NA,NA,NA,"NO",NA
"CXCL1",52.9403865815877,1.59310463134084,0.42810351691215,3.7213070400161,0.000198194280879574,0.00757332557453307,"UP",NA
"HNRNPA1P55",0,NA,NA,NA,NA,NA,"NO",NA
"PF4",5.06308837768679,0.00816905645847876,1.93022446989323,0.00423217951377987,0.996623219387858,0.998081412947082,"NO",NA
"PPBP",149.985870330123,-1.13665351029898,0.336685923737028,-3.37600544056832,0.000735464648848622,0.0181932647030091,"DOWN",NA
"CXCL5",0,NA,NA,NA,NA,NA,"NO",NA
"RN7SL218P",0,NA,NA,NA,NA,NA,"NO",NA
"CXCL3",78.1783539789152,0.27906324147063,0.433432122904333,0.643845314465132,0.519675745930406,0.730281982017615,"NO",NA
"LOC105377275",8.20711277648047,-0.56597227688647,0.893493343230733,-0.633437597688196,0.526447919191768,0.736074587532665,"NO",NA
"PPBPP2",0,NA,NA,NA,NA,NA,"NO",NA
"CXCL2",111.682636372426,1.98588203008116,0.342747723110037,5.79400502521677,6.87274004742206e-09,3.1360967383058e-06,"UP",NA
"LOC105377277",0,NA,NA,NA,NA,NA,"NO",NA
"MTHFD2L",171.830681314983,-0.204058420183562,0.284182764621431,-0.718053469764061,0.472724318605128,0.696030609640403,"NO",NA
"LOC105377276",53.0803606360952,0.214110373003038,0.512695216386955,0.417617262965525,0.676226973110798,0.834453025540432,"NO",NA
"EPGN",8.57368761892873,1.79212860839831,1.12713620612926,1.58998406639134,0.111838396653878,0.318277494527818,"NO",NA
"EREG",2710.51149010547,-0.410978871166728,0.32942627725912,-1.24755946789108,0.212192429613085,0.452002657945401,"NO",NA
"AREG",7144.6799473682,0.359312580377042,0.315339261817208,1.13944764856247,0.254516491794154,0.498498575905463,"NO",NA
"LOC107986229",7.48926390158996,0.0707164367929223,0.942307485472149,0.0750460310282789,0.940178087661481,0.973079497220516,"NO",NA
"BTC",6.23610963956021,-0.815833453196278,1.22643057587943,-0.665209649238623,0.505916409637531,0.720348290542591,"NO",NA
"LOC105377278",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377282",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377280",0,NA,NA,NA,NA,NA,"NO",NA
"HSPE1P23",0,NA,NA,NA,NA,NA,"NO",NA
"PARM1",467.682937077382,-0.437183360850187,0.242703358146614,-1.80130742396276,0.0716544383537345,0.250241128458754,"NO",NA
"PARM1-AS1",2.27081821443987,-0.849835800376676,2.21722244839314,-0.383288470217577,0.701505887150419,NA,"NO",NA
"LOC107986289",2.57941679692517,1.95480356767757,1.9113581539802,1.02273012706012,0.306435462795182,NA,"NO",NA
"LINC02562",64.9816501509059,-0.721019284187918,0.3762343962235,-1.91640980044685,0.0553129543356878,0.217050116675564,"NO",NA
"LOC100506253",2.44358326946803,-1.20134172965676,1.9587910959202,-0.613307734632308,0.539672880084734,NA,"NO",NA
"LINC02483",0.513022824922433,2.71391529895752,4.0155435609565,0.67585253596678,0.49913427542649,NA,"NO",NA
"LOC107986230",0.108789878730637,1.38822421871832,4.0699551612266,0.341090789388435,0.733035234915089,NA,"NO",NA
"RCHY1",559.582854122419,-0.428683081253354,0.230937707683503,-1.85627148356758,0.0634148715711096,0.233137543383909,"NO",NA
"THAP6",271.041022431312,-0.718782651697833,0.330819958723288,-2.17273061296478,0.0298005983149219,0.153600537122547,"NO",NA
"ODAPH",2.03252165921545,-0.931132223763812,2.28695805452916,-0.40714879834362,0.683898704647502,NA,"NO",NA
"CDKL2",27.5440762887903,0.48658403407762,0.526795165846733,0.923668373637255,0.355659003153772,0.597114507682058,"NO",NA
"G3BP2",5433.9839747226,-0.93860177365823,0.318215956578945,-2.94957482254783,0.00318211510818784,0.0440644769135982,"NO",NA
"USO1",1751.62515675457,-0.63589767369512,0.314462936663725,-2.02217049946056,0.0431587408128605,0.188499833108129,"NO",NA
"LOC105377284",0,NA,NA,NA,NA,NA,"NO",NA
"PPEF2",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377285",0,NA,NA,NA,NA,NA,"NO",NA
"NAAA",241.896883235127,-0.162738646869531,0.328611365471462,-0.495231340023947,0.620436830555579,0.800880437637077,"NO",NA
"SDAD1",1578.60267708226,-0.442009463974668,0.220055863269077,-2.00862388944481,0.0445770358406307,0.192111286684436,"NO",NA
"SDAD1-AS1",3.54279820812813,2.10048820967775,2.08592967960449,1.00697939638886,0.313944675437145,0.559125518516205,"NO",NA
"CXCL9",7.71923063833627,-0.0866068030858091,1.19979464525187,-0.0721846887953294,0.942454929955861,0.974316214512566,"NO",NA
"ART3",0.576032089515138,1.63573656922551,4.02443089454066,0.406451647969521,0.684410777319226,NA,"NO",NA
"CXCL10",0.435159514922547,2.59751009000761,4.02443146230147,0.645435290509871,0.518645139933324,NA,"NO",NA
"CXCL11",2.16441191059916,1.55211119919639,2.27174034896717,0.683225615947726,0.494464288477126,NA,"NO",NA
"NUP54",1729.13770547072,-0.384833331750914,0.2046173457834,-1.88074637698744,0.0600064276865931,0.226556828840122,"NO",NA
"SCARB2",3521.45248288739,-0.848507862329092,0.290149560846644,-2.92438099803833,0.00345142019126056,0.046253977887461,"NO",NA
"FAM47E",34.8821401892312,0.139967269934595,0.531295223217698,0.263445376163759,0.792207320279498,0.90115089530377,"NO",NA
"LOC105377286",21.7480024036529,1.09881788805955,0.633409149315272,1.73476794461747,0.0827819161193787,0.270551743251687,"NO",NA
"FAM47E-STBD1",0,NA,NA,NA,NA,NA,"NO",NA
"STBD1",50.8690928954017,-0.533919928802613,0.460407163220555,-1.15966903092436,0.246183583639165,0.489481105969976,"NO",NA
"CCDC158",1.37149468945869,1.37496079148914,3.00360354103566,0.457770399023782,0.647117404420837,NA,"NO",NA
"SNX5P1",0.774613345511073,0.915577095239383,3.70133530664445,0.247363996878582,0.804626534837531,NA,"NO",NA
"RPL36AP18",0,NA,NA,NA,NA,NA,"NO",NA
"SHROOM3",1471.20462045229,0.0248628438257039,0.273162283266981,0.0910185825376327,0.927477825613268,0.967428930727392,"NO",NA
"RNU6-145P",0,NA,NA,NA,NA,NA,"NO",NA
"MIR4450",0,NA,NA,NA,NA,NA,"NO",NA
"MIR548AH",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377290",32.3327431831647,2.50406998755031,0.917613258823627,2.72889473149125,0.00635469858746567,0.0662734937165723,"UP",NA
"SUMO2P11",4.32708945858072,5.82063278815705,1.75256955930734,3.32119929690979,0.000896315091758382,0.0205723098605382,"UP",NA
"SHROOM3-AS1",10.7976597154748,2.20428261646143,1.01198045945578,2.17818693618534,0.0293921222676742,0.152366790170402,"UP",NA
"SOWAHB",206.965351652456,-0.267746009244658,0.297327392145944,-0.900509056068518,0.36784940813087,0.607393185343383,"NO",NA
"LOC107986291",23.8403304208117,0.0154671362883514,0.641593250656721,0.0241073862178562,0.98076695168602,0.992208542496969,"NO",NA
"LOC105377294",19.6535388343799,-0.475807354281031,0.683058701234626,-0.696583402599236,0.486063545765305,0.705498928702823,"NO",NA
"SEPTIN11",3954.30146168558,-0.50280198651766,0.272940653399252,-1.84216598097672,0.0654508748764953,0.23752433573339,"NO",NA
"TXNP6",4.9198087323647,2.3720254396793,1.59230943127948,1.48967618547187,0.136309399250431,0.354123578234311,"NO",NA
"LOC105377291",19.7796462184857,0.32123496085777,0.672455180319945,0.477704641527085,0.632860440259962,0.808369124072392,"NO",NA
"LOC107986290",5.65311846103199,4.31374506270297,1.51215446741388,2.85271455771343,0.00433475387620743,0.053355618196361,"UP",NA
"CCNI",7832.89953789071,0.353319996984675,0.21280082593588,1.66033188748589,0.0968477042094306,0.294413536743334,"NO",NA
"LOC339966",0.285533781884784,-1.40488920766871,4.03408420276199,-0.348254805069967,0.727648832172071,NA,"NO",NA
"LOC101928864",2.25075103685252,2.87587617290557,1.99383229129064,1.44238619540261,0.149193456009599,NA,"NO",NA
"CCNG2",136.674367341071,0.767255705304507,0.293183945374366,2.61697721655529,0.00887122623520144,0.0803483226831926,"NO",NA
"LOC107986292",0.499324906646455,0.0263578868430362,4.00960076726053,0.00657369358522062,0.994754989156764,NA,"NO",NA
"LOC105377295",0.513022824922433,2.71391529895752,4.0155435609565,0.67585253596678,0.49913427542649,NA,"NO",NA
"CXCL13",0,NA,NA,NA,NA,NA,"NO",NA
"LOC105377296",1.55400100134133,4.32201389545104,2.85255398957062,1.51513833261456,0.129737375953368,NA,"NO",NA
"LOC105377297",0,NA,NA,NA,NA,NA,"NO",NA
"CNOT6L",564.217467019654,-0.257398491736041,0.321936233592085,-0.799532531222263,0.423981691319774,0.657039630803224,"NO",NA
"MRPL1",1161.88584475216,0.295139723477857,0.299911386304704,0.984089757692633,0.325071382442793,0.570094531892032,"NO",NA
"LOC102724916",2.36138924776057,4.9713887071674,2.42408803223072,2.05082845221284,0.0402836557198069,NA,"UP",NA
"HNRNPA1P56",0,NA,NA,NA,NA,NA,"NO",NA
"FRAS1",1088.23014100425,0.0682496265132689,0.351248268164945,0.194305944538406,0.845936331273041,0.930499659593113,"NO",NA
"LOC107986293",8.00532355711121,2.89130531180145,1.16241526058757,2.48732566564892,0.0128707518041233,0.097767720303616,"UP",NA
"SERBP1P5",12.6258329986124,0.0705364583349336,0.82414160271471,0.0855877898926441,0.931794105095085,0.969059801614245,"NO",NA
"SNORD161",0.217579757461274,1.90962687844689,4.05481091811891,0.470953372921466,0.637674032345537,NA,"NO",NA
"ANXA3",6158.06276489837,-0.776747071976462,0.227491312548661,-3.41440322830049,0.000639218964618408,0.0167130033518578,"NO",NA
"LINC01094",2.34379580410491,0.210228031309548,1.98649756422174,0.105828486828228,0.915718434480377,NA,"NO",NA
"LOC101928893",0,NA,NA,NA,NA,NA,"NO",NA
"RPS21P3",0,NA,NA,NA,NA,NA,"NO",NA
